Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Sunrise_min,Sunset_min,Daytime
1,2008-05-09,58,41,50,-6,34,43,15,0,438,1858, ,0,M,0.0,0.00,29.15,29.85,6.3,3,6.9,278,1138,860
1,2008-05-10,61,38,50,-6,37,45,15,0,437,1859, ,0,M,0.0,0.00,29.08,29.85,5.9,7,6.3,277,1139,862
1,2008-05-11,58,46,52,-5,43,47,13,0,436,1860,RA BR,0,M,0.0,0.95,28.85,29.55,14.5,2,17.7,276,1140,864
1,2008-05-12,56,40,48,-9,38,43,17,0,435,1901, ,0,M,0.0,0.00,29.26,29.96,5.1,7,7.8,275,1141,866
1,2008-05-13,73,40,57,-1,45,51,8,0,434,1902,TSRA RA,0,M,0.0,0.08,29.20,29.93,15.5,18,15.9,274,1142,868
1,2008-05-14,64,45,55,-3,48,52,10,0,433,1903,DZ BR,0,M,0.0,0.02,29.19,29.89,2.0,25,9.6,273,1143,870
1,2008-05-15,57,43,50,-8,37,45,15,0,432,1904, ,0,M,0.0,0.00,29.33,30.05,6.8,5,7.9,272,1144,872
1,2008-05-16,73,40,57,-2,41,50,8,0,431,1905, ,0,M,0.0,0.00,29.10,29.86,8.9,25,9.4,271,1145,874
1,2008-05-17,73,52,63,4,41,52,2,0,430,1906,RA,0,M,0.0,0.12,28.87,29.61,12.9,30,14.7,270,1146,876
1,2008-05-18,55,44,50,-10,39,45,15,0,429,1907, ,0,M,0.0,0.00,28.93,29.64,3.5,34,8.2,269,1147,878
1,2008-05-19,60,40,50,-10,33,43,15,0,428,1908,RA,0,M,0.0,  T,28.96,29.69,3.9,7,5.7,268,1148,880
1,2008-05-20,66,47,57,-4,37,47,8,0,427,1909, ,0,M,0.0,0.00,28.94,29.66,7.3,31,9.2,267,1149,882
1,2008-05-21,66,41,54,-7,36,46,11,0,426,1910, ,0,M,0.0,0.00,29.00,29.70,7.2,32,9.2,266,1150,884
1,2008-05-22,59,45,52,-9,38,45,13,0,425,1911, ,0,M,0.0,0.00,29.24,29.94,8.8,5,9.8,265,1151,886
1,2008-05-23,57,46,52,-9,39,45,13,0,425,1912, ,0,M,0.0,0.00,29.41,30.12,10.7,3,10.9,265,1152,887
1,2008-05-24,67,40,54,-8,40,48,11,0,424,1913, ,0,M,0.0,0.00,29.44,30.18,7.4,7,8.4,264,1153,889
1,2008-05-25,78,44,61,-1,50,57,4,0,423,1914,TSRA,0,M,0.0,  T,29.18,29.93,10.3,18,11.9,263,1154,891
1,2008-05-26,81,47,64,2,60,64,1,0,422,1915,TSRA RA BR,0,M,0.0,0.48,29.11,29.81,6.2,25,11.8,262,1155,893
1,2008-05-27,50,42,46,-16,35,42,19,0,422,1916, ,0,M,0.0,0.00,29.50,30.19,19.2,3,19.3,262,1156,894
1,2008-05-28,62,43,53,-10,32,43,12,0,421,1916, ,0,M,0.0,0.00,29.60,30.34,8.2,6,8.7,261,1156,895
1,2008-05-29,67,42,55,-9,37,47,10,0,421,1917,RA,0,M,0.0,0.01,29.39,30.16,3.5,11,4.2,261,1157,896
1,2008-05-30,77,55,66,2,59,62,0,1,420,1918,TSRA RA BR,0,M,0.0,0.40,29.03,29.79,8.4,21,10.4,260,1158,898
1,2008-05-31,79,59,69,5,56,62,0,4,420,1919, ,0,M,0.0,0.00,29.10,29.80,10.8,28,11.9,260,1159,899
1,2008-06-01,74,53,64,0,47,55,1,0,419,1920, ,0,M,0.0,0.00,29.23,29.95,4.6,10,5.4,259,1160,901
1,2008-06-02,86,56,71,7,52,60,0,6,419,1920,RA,0,M,0.0,  T,29.16,29.89,1.9,8,4.8,259,1160,901
1,2008-06-03,69,55,62,-2,55,57,3,0,418,1921,TSRA RA FG+ FG BR,0,M,0.0,0.52,28.97,29.69,7.3,4,9.2,258,1161,903
1,2008-06-04,78,54,66,2,59,61,0,1,418,1922,TSRA DZ FG+ FG BR HZ,0,M,0.0,  T,28.90,29.62,4.5,4,5.2,258,1162,904
1,2008-06-05,87,60,74,9,68,71,0,9,417,1923,TSRA BR,0,M,0.0,0.64,29.00,29.70,11.5,20,14.0,257,1163,906
1,2008-06-06,87,73,80,14,68,72,0,15,417,1923,RA,0,M,0.0,  T,29.07,29.76,21.1,20,21.5,257,1163,906
1,2008-06-07,85,69,77,11,71,73,0,12,417,1924,TS RA BR,0,M,0.0,0.11,29.16,29.86,12.5,19,13.2,257,1164,907
1,2008-06-08,85,64,75,9,68,70,0,10,417,1925,TS TSRA RA,0,M,0.0,1.24,29.11,29.81,6.5,18,12.2,257,1165,908
1,2008-06-09,74,65,70,4,64,66,0,5,416,1925,RA BR,0,M,0.0,0.14,29.10,29.82,6.3,22,7.7,256,1165,909
1,2008-06-10,79,59,69,2,56,61,0,4,416,1926,RA,0,M,0.0,  T,29.18,29.89,8.8,25,9.6,256,1166,910
1,2008-06-11,86,61,74,7,56,64,0,9,416,1926, ,0,M,0.0,0.00,29.28,29.99,8.9,18,10.0,256,1166,910
1,2008-06-12,91,73,82,14,63,69,0,17,416,1927, ,0,M,0.0,0.00,29.20,29.90,16.1,18,16.3,256,1167,911
1,2008-06-13,82,65,74,6,62,66,0,9,416,1927,TSRA RA BR,0,M,0.0,0.39,29.21,29.92,8.9,22,9.9,256,1167,911
1,2008-06-14,84,59,72,4,53,61,0,7,416,1928, ,0,M,0.0,0.00,29.23,29.94,8.3,24,8.8,256,1168,912
1,2008-06-15,81,61,71,3,60,64,0,6,416,1928,RA,0,M,0.0,0.18,29.15,29.84,8.1,24,9.8,256,1168,912
1,2008-06-16,72,59,66,-3,49,57,0,1,416,1929, ,0,M,0.0,0.00,29.20,29.91,10.7,31,11.2,256,1169,913
1,2008-06-17,76,55,66,-3,46,55,0,1,416,1929, ,0,M,0.0,0.00,29.26,29.97,10.7,30,11.2,256,1169,913
1,2008-06-18,77,56,67,-3,48,56,0,2,416,1929, ,0,M,0.0,0.00,29.21,29.92,4.8,3,7.3,256,1169,913
1,2008-06-19,81,52,67,-3,46,56,0,2,416,1930, ,0,M,0.0,0.00,29.21,29.93,1.8,25,5.1,256,1170,914
1,2008-06-20,82,58,70,0,53,60,0,5,416,1930,TSRA RA,0,M,0.0,0.09,29.25,29.96,6.7,22,7.9,256,1170,914
1,2008-06-21,82,61,72,2,52,61,0,7,416,1930, ,0,M,0.0,0.01,29.24,29.95,7.1,29,7.8,256,1170,914
1,2008-06-22,82,57,70,0,52,59,0,5,417,1931,TS TSRA,0,M,0.0,0.16,29.18,29.89,2.9,31,5.1,257,1171,914
1,2008-06-23,77,56,67,-3,54,59,0,2,417,1931, ,0,M,0.0,0.00,29.33,30.04,3.9,4,6.4,257,1171,914
1,2008-06-24,82,55,69,-2,53,60,0,4,417,1931, ,0,M,0.0,0.00,29.44,30.15,5.1,18,5.8,257,1171,914
1,2008-06-25,79,66,73,2,64,67,0,8,417,1931,RA,0,M,0.0,0.08,29.28,29.99,8.0,22,9.3,257,1171,914
1,2008-06-26,86,70,78,7,66,70,0,13,418,1931,BR,0,M,0.0,0.00,29.15,29.86,6.3,26,7.3,258,1171,913
1,2008-06-27,84,66,75,4,67,70,0,10,418,1931,RA,0,M,0.0,  T,29.05,29.76,6.7,22,7.4,258,1171,913
1,2008-06-28,83,64,74,3,55,63,0,9,419,1931,TSRA HZ,0,M,0.0,0.04,28.98,29.69,12.1,25,13.2,259,1171,912
1,2008-06-29,75,60,68,-3,58,61,0,3,419,1931,RA BR,0,M,0.0,0.58,29.08,29.77,7.3,31,9.7,259,1171,912
1,2008-06-30,80,59,70,-2,50,58,0,5,419,1931, ,0,M,0.0,0.00,29.28,29.98,6.0,34,9.6,259,1171,912
1,2008-07-01,83,58,71,-1,51,60,0,6,420,1931, ,0,M,0.0,0.00,29.24,29.97,8.1,24,8.0,260,1171,911
1,2008-07-02,87,63,75,3,62,66,0,10,420,1931,TS RA BR,0,M,0.0,0.20,29.09,29.79,8.7,23,13.2,260,1171,911
1,2008-07-03,71,55,63,-9,51,57,2,0,421,1931, ,0,M,0.0,  T,29.34,30.04,11.6,3,12.0,261,1171,910
1,2008-07-04,76,52,64,-8,50,57,1,0,422,1930, ,0,M,0.0,0.00,29.35,30.06,6.0,5,6.6,262,1170,908
1,2008-07-05,80,54,67,-5,52,59,0,2,422,1930, ,0,M,0.0,0.00,29.31,30.03,4.6,7,7.0,262,1170,908
1,2008-07-06,87,59,73,1,57,65,0,8,423,1930, ,0,M,0.0,0.00,29.21,29.94,9.3,19,9.4,263,1170,907
1,2008-07-07,87,71,79,7,67,71,0,14,423,1930,TSRA RA,0,M,0.0,0.03,29.16,29.87,10.9,22,11.9,263,1170,907
1,2008-07-08,85,70,78,5,67,71,0,13,424,1929, ,0,M,0.0,0.03,29.10,29.81,7.8,26,9.1,264,1169,905
1,2008-07-09,85,67,76,3,55,63,0,11,425,1929, ,0,M,0.0,  T,29.26,29.95,9.5,31,10.3,265,1169,904
1,2008-07-10,82,64,73,0,63,66,0,8,425,1929,TSRA RA BR,0,M,0.0,0.72,29.26,29.99,8.5,23,9.2,265,1169,904
1,2008-07-11,88,64,76,3,65,69,0,11,426,1928,TSRA RA BR,0,M,0.0,0.34,29.23,29.97,5.2,20,8.4,266,1168,902
1,2008-07-12,81,65,73,0,63,66,0,8,427,1928,TS TSRA RA BR,0,M,0.0,0.73,29.19,29.89,7.7,26,10.3,267,1168,901
1,2008-07-13,79,62,71,-2,54,61,0,6,428,1927, ,0,M,0.0,0.00,29.12,29.84,12.1,27,12.4,268,1167,899
1,2008-07-14,84,62,73,0,54,62,0,8,428,1927, ,0,M,0.0,0.00,29.22,29.92,4.5,29,7.8,268,1167,899
1,2008-07-15,90,61,76,2,62,68,0,11,429,1926, ,0,M,0.0,0.00,29.30,30.00,6.8,23,7.4,269,1166,897
1,2008-07-16,90,71,81,7,66,70,0,16,430,1925, ,0,M,0.0,0.00,29.39,30.09,5.0,23,7.2,270,1165,895
1,2008-07-17,89,71,80,6,66,71,0,15,431,1925, ,0,M,0.0,0.00,29.33,30.05,8.6,22,9.0,271,1165,894
1,2008-07-18,86,74,80,6,68,72,0,15,432,1924,RA,0,M,0.0,0.04,29.24,29.95,2.6,22,5.4,272,1164,892
1,2008-07-19,78,67,73,-1,68,69,0,8,433,1923,RA BR VCTS,0,M,0.0,1.61,29.19,29.91,2.0,33,5.8,273,1163,890
1,2008-07-20,86,68,77,3,68,71,0,12,433,1923,TSRA,0,M,0.0,0.74,29.20,29.91,4.5,25,5.7,273,1163,890
1,2008-07-21,83,68,76,2,65,68,0,11,434,1922,TSRA RA,0,M,0.0,0.13,29.21,29.92,3.3,3,7.4,274,1162,888
1,2008-07-22,77,63,70,-4,59,64,0,5,435,1921, ,0,M,0.0,  T,29.31,30.00,8.2,3,8.7,275,1161,886
1,2008-07-23,81,60,71,-3,52,60,0,6,436,1920, ,0,M,0.0,0.00,29.39,30.10,7.6,2,8.5,276,1160,884
1,2008-07-24,82,59,71,-3,53,61,0,6,437,1919, ,0,M,0.0,0.00,29.33,30.05,3.9,24,4.4,277,1159,882
1,2008-07-25,82,61,72,-2,63,67,0,7,438,1918, ,0,M,0.0,0.00,29.26,29.99,5.5,23,6.9,278,1158,880
1,2008-07-26,84,65,75,1,58,65,0,10,439,1918,BR,0,M,0.0,0.00,29.22,29.94,8.5,31,9.1,279,1158,879
1,2008-07-27,83,62,73,-1,58,64,0,8,440,1917, ,0,M,0.0,0.00,29.16,29.89,5.9,24,6.7,280,1157,877
1,2008-07-28,85,66,76,2,63,67,0,11,441,1916, ,0,M,0.0,0.00,29.16,29.87,4.0,7,6.1,281,1156,875
1,2008-07-29,88,65,77,3,67,70,0,12,442,1915,TSRA RA,0,M,0.0,0.05,29.14,29.85,6.4,20,7.9,282,1155,873
1,2008-07-30,89,72,81,7,65,70,0,16,443,1914, ,0,M,0.0,0.00,29.04,29.75,7.8,27,8.6,283,1154,871
1,2008-07-31,89,72,81,7,67,70,0,16,444,1913,RA BR,0,M,0.0,0.14,29.06,29.76,4.9,27,5.8,284,1153,869
1,2008-08-01,89,68,79,6,68,72,0,14,445,1911,RA,0,M,0.0,1.05,29.09,29.79,3.1,31,5.7,285,1151,866
1,2008-08-02,81,65,73,0,59,65,0,8,446,1910, ,0,M,0.0,0.00,29.24,29.93,8.4,3,9.2,286,1150,864
1,2008-08-03,84,61,73,0,61,66,0,8,447,1909, ,0,M,0.0,0.00,29.24,29.96,5.3,18,6.0,287,1149,862
1,2008-08-04,87,70,79,6,68,70,0,14,448,1908,TS TSRA RA BR,0,M,  T,2.43,29.18,29.90,3.1,18,9.0,288,1148,860
1,2008-08-05,87,69,78,5,67,71,0,13,449,1907,HZ,0,M,0.0,0.00,29.24,29.93,6.2,31,7.4,289,1147,858
1,2008-08-06,84,67,76,3,60,66,0,11,450,1906, ,0,M,0.0,0.00,29.29,30.00,6.8,30,8.1,290,1146,856
1,2008-08-07,82,64,73,0,56,63,0,8,451,1904, ,0,M,0.0,0.00,29.26,29.98,7.8,34,9.4,291,1144,853
1,2008-08-08,79,63,71,-2,54,61,0,6,452,1903, ,0,M,0.0,0.00,29.29,30.01,4.5,2,7.4,292,1143,851
1,2008-08-09,80,62,71,-2,58,62,0,6,453,1902, ,0,M,0.0,  T,29.20,29.92,2.6,31,9.0,293,1142,849
1,2008-08-10,74,58,66,-7,52,58,0,1,454,1900, ,0,M,0.0,0.00,29.31,30.02,8.4,2,9.0,294,1140,846
1,2008-08-11,77,59,68,-5,57,61,0,3,455,1859, ,0,M,0.0,0.00,29.30,30.02,3.9,5,6.3,295,1139,844
1,2008-08-12,77,61,69,-4,57,62,0,4,456,1858, ,0,M,0.0,0.00,29.17,29.90,3.3,10,3.8,296,1138,842
1,2008-08-13,79,66,73,0,59,63,0,8,457,1856,RA,0,M,0.0,0.06,29.11,29.84,3.0,7,4.6,297,1136,839
1,2008-08-14,79,63,71,-1,60,64,0,6,458,1855,BR HZ,0,M,0.0,0.00,29.23,29.93,7.3,3,7.9,298,1135,837
1,2008-08-15,78,61,70,-2,54,61,0,5,459,1854, ,0,M,0.0,0.00,29.44,30.13,6.9,3,7.9,299,1134,835
1,2008-08-16,83,58,71,-1,53,61,0,6,500,1852, ,0,M,0.0,0.00,29.40,30.13,5.7,29,6.5,300,1132,832
1,2008-08-17,84,63,74,2,60,65,0,9,501,1851, ,0,M,0.0,0.00,29.28,30.01,7.9,26,8.0,301,1131,830
1,2008-08-18,85,65,75,3,57,64,0,10,502,1849, ,0,M,0.0,0.00,29.26,29.98,7.2,27,7.4,302,1129,827
1,2008-08-19,82,63,73,2,64,67,0,8,503,1848, ,0,M,0.0,0.00,29.38,30.08,5.9,4,6.7,303,1128,825
1,2008-08-20,81,65,73,2,60,65,0,8,504,1846, ,0,M,0.0,0.00,29.40,30.12,6.0,9,7.4,304,1126,822
1,2008-08-21,82,68,75,4,61,66,0,10,505,1845,RA,0,M,0.0,  T,29.31,30.03,6.5,15,8.4,305,1125,820
1,2008-08-22,83,72,78,7,68,71,0,13,506,1843,TSRA BR HZ,0,M,0.0,0.09,29.32,30.03,12.7,19,12.8,306,1123,817
1,2008-08-23,87,68,78,7,66,70,0,13,508,1842,BR,0,M,0.0,0.00,29.31,30.02,7.6,25,9.4,308,1122,814
1,2008-08-24,77,63,70,-1,57,62,0,5,509,1840, ,0,M,0.0,0.00,29.34,30.05,7.7,3,9.7,309,1120,811
1,2008-08-25,74,64,69,-1,54,60,0,4,510,1839, ,0,M,0.0,0.00,29.36,30.08,11.1,5,11.4,310,1119,809
1,2008-08-26,76,61,69,-1,54,60,0,4,511,1837, ,0,M,0.0,0.00,29.29,30.03,7.7,7,8.4,311,1117,806
1,2008-08-27,83,61,72,2,56,63,0,7,512,1835, ,0,M,0.0,0.00,29.20,29.93,4.6,7,5.9,312,1115,803
1,2008-08-28,80,63,72,2,64,67,0,7,513,1834,RA BR,0,M,0.0,0.06,29.10,29.82,5.7,19,6.7,313,1114,801
1,2008-08-29,85,64,75,5,58,65,0,10,514,1832,RA BR,0,M,0.0,0.04,29.24,29.93,3.5,35,6.5,314,1112,798
1,2008-08-30,87,56,72,2,55,62,0,7,515,1831, ,0,M,0.0,0.00,29.39,30.09,2.6,24,3.8,315,1111,796
1,2008-08-31,90,60,75,6,56,64,0,10,516,1829, ,0,M,0.0,0.00,29.41,30.13,4.8,13,5.4,316,1109,793
1,2008-09-01,90,62,76,8,54,63,0,11,517,1827, ,0,M,0.0,0.00,29.37,30.09,7.0,14,7.7,317,1107,790
1,2008-09-02,94,65,80,12,61,68,0,15,518,1826,TS,0,M,0.0,0.00,29.31,30.02,3.2,21,4.4,318,1106,788
1,2008-09-03,77,66,72,4,60,64,0,7,519,1824,TSRA,0,M,0.0,0.02,29.31,30.02,9.8,1,10.4,319,1104,785
1,2008-09-04,67,61,64,-4,61,62,1,0,520,1822,RA BR,0,M,0.0,2.90,29.08,29.82,11.6,3,12.4,320,1102,782
1,2008-09-05,70,57,64,-3,56,59,1,0,521,1821, ,0,M,0.0,0.00,29.22,29.93,5.9,34,6.9,321,1101,780
1,2008-09-06,74,53,64,-3,54,58,1,0,522,1819,BR,0,M,0.0,0.01,29.28,29.98,4.9,27,5.3,322,1099,777
1,2008-09-07,74,55,65,-2,51,57,0,0,523,1817, ,0,M,0.0,0.00,29.35,30.06,6.4,26,6.6,323,1097,774
1,2008-09-08,67,52,60,-6,52,55,5,0,524,1815,RA BR,0,M,0.0,1.23,29.41,30.11,4.6,34,6.2,324,1095,771
1,2008-09-09,69,49,59,-7,45,52,6,0,525,1814, ,0,M,0.0,0.00,29.45,30.17,3.9,36,6.4,325,1094,769
1,2008-09-10,72,48,60,-6,48,54,5,0,526,1812, ,0,M,0.0,0.00,29.47,30.21,4.3,14,5.1,326,1092,766
1,2008-09-11,79,55,67,2,57,61,0,2,527,1810,RA BR,0,M,0.0,  T,29.33,30.08,8.9,18,9.8,327,1090,763
1,2008-09-12,73,69,71,6,67,68,0,6,528,1809,RA DZ BR,0,M,0.0,0.37,29.22,29.96,6.0,22,6.8,328,1089,761
1,2008-09-13,75,68,72,7,69,70,0,7,529,1807,RA BR,0,M,0.0,6.64,28.97,29.71,6.4,21,9.1,329,1087,758
1,2008-09-14,72,58,65,1,61,62,0,0,530,1805,RA BR,0,M,0.0,1.44,28.97,29.67,7.7,31,10.1,330,1085,755
1,2008-09-15,63,53,58,-6,51,55,7,0,531,1803, ,0,M,0.0,  T,29.41,30.10,5.7,34,6.1,331,1083,752
1,2008-09-16,71,49,60,-4,50,55,5,0,532,1760, ,0,M,0.0,0.00,29.47,30.19,5.3,23,5.8,332,1080,748
1,2008-09-17,82,57,70,6,56,60,0,5,533,1758, ,0,M,0.0,0.00,29.46,30.18,2.1,29,7.0,333,1078,745
1,2008-09-18,74,56,65,1,55,60,0,0,535,1756, ,0,M,0.0,0.00,29.56,30.28,6.1,9,7.2,335,1076,741
1,2008-09-19,77,54,66,3,54,59,0,1,536,1755, ,0,M,0.0,0.00,29.47,30.20,5.8,19,6.0,336,1075,739
1,2008-09-20,82,56,69,7,57,61,0,4,537,1753, ,0,M,0.0,0.00,29.46,30.17,1.7,16,2.9,337,1073,736
1,2008-09-21,80,58,69,7,61,64,0,4,538,1751,FG+ BR HZ,0,M,0.0,0.00,29.55,30.26,3.8,5,4.2,338,1071,733
1,2008-09-22,81,61,71,9,59,64,0,6,539,1749,BR HZ,0,M,0.0,0.00,29.59,30.31,6.9,11,8.0,339,1069,730
1,2008-09-23,82,59,71,10,57,62,0,6,540,1748, ,0,M,0.0,0.00,29.56,30.29,7.0,15,7.7,340,1068,728
1,2008-09-24,82,57,70,9,59,63,0,5,541,1746,TS TSRA BR HZ,0,M,0.0,0.20,29.54,30.27,2.6,23,4.6,341,1066,725
1,2008-09-25,77,63,70,9,61,64,0,5,542,1744,BR HZ,0,M,0.0,0.00,29.54,30.27,6.9,4,7.5,342,1064,722
1,2008-09-26,79,59,69,9,55,60,0,4,543,1742,BR,0,M,0.0,0.00,29.42,30.16,3.0,6,4.3,343,1062,719
1,2008-09-27,81,53,67,7,54,60,0,2,544,1741,BR,0,M,0.0,0.00,29.33,30.06,1.0,3,2.7,344,1061,717
1,2008-09-28,68,57,63,4,57,60,2,0,545,1739, ,0,M,0.0,0.00,29.41,30.13,7.2,4,7.8,345,1059,714
1,2008-09-29,64,54,59,0,55,57,6,0,546,1737,RA BR,0,M,0.0,0.82,29.26,30.00,3.5,33,4.8,346,1057,711
1,2008-09-30,59,48,54,-5,44,49,11,0,547,1735, ,0,M,0.0,0.00,29.21,29.95,11.4,31,11.5,347,1055,708
1,2008-10-01,61,46,54,-4,40,47,11,0,548,1734, ,0,M,0.0,0.00,29.24,29.97,11.2,33,11.1,348,1054,706
1,2008-10-02,61,42,52,-6,40,47,13,0,549,1732, ,0,M,0.0,0.00,29.18,29.91,8.7,28,9.2,349,1052,703
1,2008-10-03,60,44,52,-5,42,47,13,0,550,1730,RA,0,M,0.0,0.01,29.34,30.05,6.5,3,7.7,350,1050,700
1,2008-10-04,61,38,50,-7,38,45,15,0,552,1729, ,0,M,0.0,0.00,29.51,30.23,3.2,11,4.4,352,1049,697
1,2008-10-05,61,41,51,-6,43,48,14,0,553,1727,RA,0,M,0.0,0.06,29.51,30.25,5.6,11,6.6,353,1047,694
1,2008-10-06,69,54,62,6,47,54,3,0,554,1725, ,0,M,0.0,0.00,29.49,30.23,10.5,11,10.7,354,1045,691
1,2008-10-07,63,56,60,4,52,56,5,0,555,1724,RA BR,0,M,0.0,0.80,29.24,30.01,10.3,13,11.3,355,1044,689
1,2008-10-08,64,50,57,1,51,54,8,0,556,1722,RA BR,0,M,0.0,0.19,29.13,29.85,7.5,26,8.1,356,1042,686
1,2008-10-09,69,47,58,3,38,49,7,0,557,1720, ,0,M,0.0,0.00,29.36,30.05,5.5,29,5.8,357,1040,683
1,2008-10-10,72,42,57,2,42,50,8,0,558,1719, ,0,M,0.0,0.00,29.47,30.18,4.8,11,6.7,358,1039,681
1,2008-10-11,79,51,65,11,50,57,0,0,559,1717, ,0,M,0.0,0.00,29.52,30.24,4.2,14,5.0,359,1037,678
1,2008-10-12,84,57,71,17,56,61,0,6,600,1715,BR,0,M,0.0,0.00,29.55,30.27,4.3,15,5.1,360,1035,675
1,2008-10-13,77,61,69,16,58,63,0,4,602,1714, ,0,M,0.0,0.00,29.47,30.21,7.7,20,8.1,362,1034,672
1,2008-10-14,69,53,61,8,43,51,4,0,603,1712,RA,0,M,0.0,  T,29.49,30.22,2.0,30,6.8,363,1032,669
1,2008-10-15,63,47,55,2,50,53,10,0,604,1711,RA BR,0,M,0.0,0.30,29.34,30.06,4.2,32,6.3,364,1031,667
1,2008-10-16,59,43,51,-1,38,44,14,0,605,1709, ,0,M,0.0,0.00,29.52,30.25,6.1,35,7.5,365,1029,664
1,2008-10-17,57,43,50,-2,39,44,15,0,606,1707, ,0,M,0.0,0.00,29.53,30.26,6.2,36,7.2,366,1027,661
1,2008-10-18,60,43,52,1,40,45,13,0,607,1706,RA BR,0,M,0.0,0.05,29.58,30.32,2.1,7,6.1,367,1026,659
1,2008-10-19,62,40,51,0,37,45,14,0,608,1704, ,0,M,0.0,0.00,29.49,30.24,12.0,19,12.4,368,1024,656
1,2008-10-20,55,43,49,-1,42,46,16,0,610,1703,RA BR,0,M,0.0,0.18,29.48,30.21,4.0,31,7.6,370,1023,653
1,2008-10-21,55,38,47,-3,35,42,18,0,611,1701, ,0,M,0.0,0.00,29.64,30.37,7.1,2,8.7,371,1021,650
1,2008-10-22,52,35,44,-6,30,40,21,0,612,1660, ,0,M,0.0,0.00,29.65,30.39,12.1,12,13.1,372,1020,648
1,2008-10-23,58,41,50,1,36,44,15,0,613,1658,RA,0,M,0.0,0.16,29.50,30.27,11.5,12,11.8,373,1018,645
1,2008-10-24,54,44,49,0,44,47,16,0,614,1657,TSRA RA BR,0,M,0.0,0.32,29.18,29.96,5.3,19,6.1,374,1017,643
1,2008-10-25,53,43,48,0,40,44,17,0,616,1656,RA DZ BR,0,M,0.0,  T,29.02,29.77,11.9,22,12.3,376,1016,640
1,2008-10-26,56,37,47,-1,32,41,18,0,617,1654,RA,0,M,  T,  T,29.10,29.80,17.2,27,17.8,377,1014,637
1,2008-10-27,47,33,40,-8,27,35,25,0,618,1653, ,0,M,  T,  T,29.51,30.20,13.7,31,14.4,378,1013,635
1,2008-10-28,45,31,38,-9,23,33,27,0,619,1651, ,0,M,0.0,0.00,29.54,30.29,10.5,30,10.9,379,1011,632
1,2008-10-29,51,32,42,-5,24,34,23,0,620,1650, ,0,M,0.0,0.00,29.47,30.21,3.7,32,6.2,380,1010,630
1,2008-10-30,62,31,47,1,32,41,18,0,622,1649, ,0,M,0.0,0.00,29.57,30.31,10.5,19,10.4,382,1009,627
1,2008-10-31,70,48,59,13,46,51,6,0,623,1647, ,0,M,0.0,0.00,29.57,30.30,5.7,22,7.4,383,1007,624
1,2009-05-01,60,46,53,0,40,47,12,0,448,1849,RA,0,M,0.0,0.02,29.26,29.98,8.4,29,8.5,288,1129,841
1,2009-05-02,66,44,55,1,33,45,10,0,447,1850, ,0,M,0.0,0.00,29.21,29.94,8.8,26,9.2,287,1130,843
1,2009-05-03,70,43,57,3,34,47,8,0,446,1851, ,0,M,0.0,0.00,29.19,29.92,3.9,26,4.9,286,1131,845
1,2009-05-04,70,43,57,3,34,47,8,0,444,1852, ,0,M,0.0,0.00,29.31,30.02,6.5,9,7.6,284,1132,848
1,2009-05-05,71,49,60,5,40,50,5,0,443,1853, ,0,M,0.0,0.00,29.22,29.95,5.5,13,6.0,283,1133,850
1,2009-05-06,75,51,63,8,51,55,2,0,442,1855,RA BR,0,M,0.0,0.67,29.05,29.79,6.5,19,8.1,282,1135,853
1,2009-05-07,77,56,67,12,52,57,0,2,441,1856,RA BR HZ,0,M,0.0,0.19,29.01,29.73,8.5,25,10.3,281,1136,855
1,2009-05-08,77,53,65,9,53,58,0,0,439,1857,TSRA RA,0,M,0.0,0.02,28.94,29.68,4.9,21,6.0,279,1137,858
1,2009-05-09,63,46,55,-1,44,48,10,0,438,1858, ,0,M,0.0,  T,29.19,29.87,6.8,29,11.8,278,1138,860
1,2009-05-10,67,40,54,-2,39,46,11,0,437,1859, ,0,M,0.0,0.00,29.41,30.11,4.7,30,8.4,277,1139,862
1,2009-05-11,61,39,50,-7,35,44,15,0,436,1860, ,0,M,0.0,0.00,29.47,30.20,0.7,8,4.6,276,1140,864
1,2009-05-12,71,39,55,-2,34,47,10,0,435,1901, ,0,M,0.0,0.00,29.38,30.13,9.5,16,9.6,275,1141,866
1,2009-05-13,70,53,62,4,56,58,3,0,434,1902,TSRA RA BR,0,M,0.0,0.55,29.01,29.76,14.4,19,16.4,274,1142,868
1,2009-05-14,68,53,61,3,44,52,4,0,433,1903, ,0,M,0.0,0.00,29.31,30.00,10.5,27,10.7,273,1143,870
1,2009-05-15,61,52,57,-1,51,54,8,0,432,1904,RA BR,0,M,0.0,0.39,29.28,30.00,6.0,16,8.8,272,1144,872
1,2009-05-16,62,45,54,-5,40,49,11,0,431,1905,BR,0,M,0.0,0.00,29.36,30.05,11.0,29,12.5,271,1145,874
1,2009-05-17,63,39,51,-8,27,42,14,0,430,1906, ,0,M,0.0,0.00,29.60,30.32,0.2,33,6.2,270,1146,876
1,2009-05-18,66,40,53,-7,33,45,12,0,429,1907, ,0,M,0.0,  T,29.54,30.29,9.6,19,9.9,269,1147,878
1,2009-05-19,80,52,66,6,44,55,0,1,428,1908, ,0,M,0.0,0.00,29.48,30.21,13.5,21,13.8,268,1148,880
