Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Daytime,Sunrise_min,Sunset_min
2,2008-05-14,61,46,54,M,49,52,11, 0,433,1903,RA BR,M,M,M,0.02,29.25,29.89,2.5,21,8.9,870,273,1143
2,2008-05-15,57,43,50,M,37,45,15, 0,432,1904, ,M,M,M,0.00,29.38,30.05,7.5,5,8.1,872,272,1144
2,2008-05-16,72,41,57,M,41,50,8, 0,431,1905, ,M,M,M,0.00,29.16,29.86,8.3,25,8.8,874,271,1145
2,2008-05-17,73,50,62,M,41,52,3, 0,430,1906,TSRA RA BR,M,M,M,0.26,28.94,29.61,11.2,29,14.1,876,270,1146
2,2008-05-18,55,45,50,M,40,46,15, 0,429,1907, ,M,M,M,0.00,28.98,29.63,1.6,35,7.9,878,269,1147
2,2008-05-19,59,42,51,M,34,44,14, 0,428,1908,RA,M,M,M,  T,29.02,29.69,4.4,7,6.2,880,268,1148
2,2008-05-20,64,49,57,M,37,47,8, 0,427,1909, ,M,M,M,  T,29.00,29.66,6.9,30,7.7,882,267,1149
2,2008-05-21,65,45,55,M,36,46,10, 0,426,1910, ,M,M,M,0.00,29.05,29.70,6.8,33,8.8,884,266,1150
2,2008-05-22,56,47,52,M,38,45,13, 0,425,1911, ,M,M,M,0.00,29.29,29.93,10.5,5,11.2,886,265,1151
2,2008-05-23,59,48,54,M,40,46,11, 0,425,1912, ,M,M,M,0.00,29.47,30.11,10.4,3,10.7,887,265,1152
2,2008-05-24,68,44,56,M,38,48,9, 0,424,1913, ,M,M,M,0.00,29.51,30.17,6.9,7,7.4,889,264,1153
2,2008-05-25,78,51,65,M,48,57,0, 0,423,1914, ,M,M,M,0.00,29.26,29.93,11.1,17,12.4,891,263,1154
2,2008-05-26,84,53,69,M,60,65,0, 4,422,1915,TS TSRA RA HZ,M,M,M,0.00,29.17,29.80,7.3,24,12.0,893,262,1155
2,2008-05-27,53,45,49,M,36,43,16, 0,422,1916,RA,M,M,M,  T,29.54,30.18,18.0,2,17.4,894,262,1156
2,2008-05-28,61,45,53,M,35,44,12, 0,421,1916, ,M,M,M,0.00,29.66,30.33,7.8,7,8.5,895,261,1156
2,2008-05-29,68,45,57,M,38,48,8, 0,421,1917,RA,M,M,M,0.08,29.46,30.17,2.2,10,3.8,896,261,1157
2,2008-05-30,77,58,68,M,60,63,0, 3,420,1918,TS RA BR,M,M,M,0.30,29.09,29.79,9.4,20,10.7,898,260,1158
2,2008-05-31,79,60,70,M,56,62,0, 5,420,1919, ,M,M,M,0.00,29.15,29.79,11.1,28,12.3,899,260,1159
2,2008-06-01,71,56,64,M,46,55,1, 0,419,1920, ,M,M,M,0.00,29.29,29.94,5.6,8,5.9,901,259,1160
2,2008-06-02,85,61,73,M,53,61,0, 8,419,1920, ,M,M,M,0.00,29.21,29.87,1.7,13,5.7,901,259,1160
2,2008-06-03,74,57,66,M,58,60,0, 1,418,1921,RA BR HZ,M,M,M,0.92,29.02,29.67,5.2,3,6.7,903,258,1161
2,2008-06-04,78,59,69,M,61,64,0, 4,418,1922,TS TSRA BR HZ,M,M,M,0.02,28.95,29.60,3.1,5,4.3,904,258,1162
2,2008-06-05,88,68,78,M,69,72,0,13,417,1923,TSRA,M,M,M,0.22,29.06,29.69,13.2,20,13.8,906,257,1163
2,2008-06-06,86,73,80,M,69,72,0,15,417,1923,RA,M,M,M,0.03,29.14,29.75,19.2,20,19.5,906,257,1163
2,2008-06-07,84,72,78,M,71,73,0,13,417,1924,TS BR,M,M,M,0.07,29.23,29.85,11.8,19,12.4,907,257,1164
2,2008-06-08,87,65,76,M,69,71,0,11,417,1925,RA BR SQ,M,M,M,1.31,29.18,29.80,4.2,19,11.5,908,257,1165
2,2008-06-09,74,65,70,M,64,66,0, 5,416,1925,RA DZ,M,M,M,0.21,29.17,29.80,6.5,23,8.8,909,256,1165
2,2008-06-10,80,60,70,M,56,63,0, 5,416,1926,RA,M,M,M,0.01,29.25,29.88,9.3,25,10.4,910,256,1166
2,2008-06-11,86,66,76,M,55,64,0,11,416,1926, ,M,M,M,0.00,29.34,29.97,9.4,18,10.4,910,256,1166
2,2008-06-12,91,73,82,M,63,70,0,17,416,1927, ,M,M,M,0.00,29.26,29.89,14.8,18,15.1,911,256,1167
2,2008-06-13,82,66,74,M,63,66,0, 9,416,1927,TS TSRA RA,M,M,M,0.19,29.28,29.91,9.6,23,10.8,911,256,1167
2,2008-06-14,84,61,73,M,52,62,0, 8,416,1928, ,M,M,M,0.00,29.29,29.92,8.7,24,9.3,912,256,1168
2,2008-06-15,82,60,71,M,60,64,0, 6,416,1928,TSRA RA BR,M,M,M,0.29,29.23,29.83,8.4,24,9.7,912,256,1168
2,2008-06-16,74,60,67,M,49,57,0, 2,416,1929, ,M,M,M,0.00,29.25,29.89,10.8,31,11.5,913,256,1169
2,2008-06-17,76,56,66,M,46,55,0, 1,416,1929, ,M,M,M,0.00,29.32,29.96,10.2,30,10.8,913,256,1169
2,2008-06-18,75,58,67,M,49,56,0, 2,416,1929, ,M,M,M,0.00,29.26,29.91,5.0,5,7.5,913,256,1169
2,2008-06-19,80,55,68,M,47,57,0, 3,416,1930, ,M,M,M,0.00,29.27,29.92,1.5,14,5.4,914,256,1170
2,2008-06-20,83,60,72,M,52,59,0, 7,416,1930,RA,M,M,M,0.04,29.30,29.95,6.5,23,7.2,914,256,1170
2,2008-06-21,83,62,73,M,53,61,0, 8,416,1930,RA,M,M,M,0.01,29.29,29.93,5.6,29,6.9,914,256,1170
2,2008-06-22,81,61,71,M,53,60,0, 6,417,1931,RA,M,M,M,0.02,29.23,29.87,1.5,34,4.4,914,257,1171
2,2008-06-23,76,57,67,M,54,59,0, 2,417,1931, ,M,M,M,0.00,29.38,30.03,3.8,3,6.4,914,257,1171
2,2008-06-24,82,57,70,M,52,60,0, 5,417,1931, ,M,M,M,0.00,29.49,30.13,4.3,18,5.4,914,257,1171
2,2008-06-25,79,67,73,M,65,68,0, 8,417,1931,RA BR,M,M,M,0.11,29.34,29.98,7.5,21,8.5,914,257,1171
2,2008-06-26,87,71,79,M,67,71,0,14,418,1931,BR,M,M,M,0.00,29.21,29.84,6.8,25,7.8,913,258,1171
2,2008-06-27,85,69,77,M,67,70,0,12,418,1931,RA,M,M,M,  T,29.11,29.74,8.3,21,9.1,913,258,1171
2,2008-06-28,84,66,75,M,55,63,0,10,419,1931,RA,M,M,M,  T,29.05,29.68,13.3,26,14.5,912,259,1171
2,2008-06-29,77,61,69,M,58,61,0, 4,419,1931,RA BR,M,M,M,0.22,29.13,29.75,7.9,30,10.1,912,259,1171
2,2008-06-30,81,59,70,M,49,58,0, 5,419,1931, ,M,M,M,0.00,29.34,29.96,5.5,35,9.1,912,259,1171
2,2008-07-01,84,57,71,M,50,60,0, 6,420,1931, ,M,M,M,0.00,29.30,29.95,8.2,23,8.3,911,260,1171
2,2008-07-02,89,63,76,M,62,67,0,11,420,1931,RA,M,M,M,0.12,29.14,29.78,7.4,24,11.7,911,260,1171
2,2008-07-03,71,59,65,M,51,57,0, 0,421,1931, ,M,M,M,  T,29.39,30.01,13.3,3,13.5,910,261,1171
2,2008-07-04,75,58,67,M,50,58,0, 2,422,1930, ,M,M,M,0.00,29.40,30.05,6.5,6,7.5,908,262,1170
2,2008-07-05,79,57,68,M,52,60,0, 3,422,1930, ,M,M,M,0.00,29.36,30.01,4.7,10,5.7,908,262,1170
2,2008-07-06,88,63,76,M,58,65,0,11,423,1930, ,M,M,M,0.00,29.28,29.92,8.3,19,8.9,907,263,1170
2,2008-07-07,87,74,81,M,68,71,0,16,423,1930, ,M,M,M,0.11,29.21,29.86,10.8,21,11.4,907,263,1170
2,2008-07-08,86,46,M,M,68,71,M,M,424,1929,TS RA,M,M,M,0.28,29.16,29.80,7.4,24,8.3,905,264,1169
2,2008-07-09,85,67,76,M,55,64,0,11,425,1929, ,M,M,M,0.00,29.31,29.94,8.1,32,9.1,904,265,1169
2,2008-07-10,84,64,74,M,62,67,0, 9,425,1929,TSRA RA,M,M,M,0.43,29.33,29.97,8.1,23,8.6,904,265,1169
2,2008-07-11,89,64,77,M,65,69,0,12,426,1928,TS TSRA RA,M,M,M,0.03,29.30,29.95,3.7,19,7.5,902,266,1168
2,2008-07-12,83,66,75,M,64,67,0,10,427,1928,TSRA RA BR,M,M,M,0.65,29.25,29.87,8.4,26,11.0,901,267,1168
2,2008-07-13,79,61,70,M,53,61,0, 5,428,1927, ,M,M,M,0.00,29.18,29.83,13.6,27,13.8,899,268,1167
2,2008-07-14,84,62,73,M,54,62,0, 8,428,1927, ,M,M,M,0.00,29.28,29.90,1.9,29,7.1,899,268,1167
2,2008-07-15,91,67,79,M,63,69,0,14,429,1926, ,M,M,M,0.00,29.36,29.98,7.8,22,8.3,897,269,1166
2,2008-07-16,91,73,82,M,67,71,0,17,430,1925, ,M,M,M,0.00,29.44,30.07,5.2,21,7.4,895,270,1165
2,2008-07-17,90,74,82,M,66,71,0,17,431,1925, ,M,M,M,0.00,29.39,30.03,8.9,22,9.3,894,271,1165
2,2008-07-18,91,73,82,M,67,71,0,17,432,1924,RA,M,M,M,  T,29.30,29.94,6.8,23,8.2,892,272,1164
2,2008-07-19,80,70,75,M,70,71,0,10,433,1923,RA BR,M,M,M,1.22,29.24,29.89,1.1,23,5.9,890,273,1163
2,2008-07-20,86,68,77,M,68,71,0,12,433,1923,TSRA RA,M,M,M,0.43,29.25,29.89,6.1,27,7.0,890,273,1163
2,2008-07-21,84,70,77,M,66,69,0,12,434,1922,TSRA RA VCTS,M,M,M,0.13,29.26,29.90,2.4,2,8.0,888,274,1162
2,2008-07-22,75,66,71,M,61,64,0, 6,435,1921,RA,M,M,M,0.06,29.36,29.98,8.6,3,9.3,886,275,1161
2,2008-07-23,81,60,71,M,52,61,0, 6,436,1920, ,M,M,M,0.00,29.44,30.08,8.3,36,9.3,884,276,1160
2,2008-07-24,82,60,71,M,52,61,0, 6,437,1919, ,M,M,M,0.00,29.39,30.04,4.3,24,4.7,882,277,1159
2,2008-07-25,84,65,75,M,63,67,0,10,438,1918, ,M,M,M,0.00,29.33,29.98,6.8,22,7.6,880,278,1158
2,2008-07-26,85,67,76,M,58,66,0,11,439,1918,BR,M,M,M,0.00,29.28,29.92,6.9,30,7.7,879,279,1158
2,2008-07-27,83,63,73,M,58,65,0, 8,440,1917, ,M,M,M,0.00,29.22,29.87,5.9,24,6.8,877,280,1157
2,2008-07-28,84,70,77,M,63,68,0,12,441,1916, ,M,M,M,0.00,29.21,29.85,4.4,10,6.4,875,281,1156
2,2008-07-29,89,70,80,M,67,71,0,15,442,1915,TSRA RA BR,M,M,M,0.23,29.21,29.83,5.9,20,7.9,873,282,1155
2,2008-07-30,90,72,81,M,67,71,0,16,443,1914, ,M,M,M,0.00,29.10,29.73,8.8,27,9.7,871,283,1154
2,2008-07-31,89,71,80,M,69,72,0,15,444,1913,RA,M,M,M,0.50,29.11,29.74,5.6,27,6.9,869,284,1153
2,2008-08-01,89,72,81,M,69,73,0,16,445,1911, ,M,M,M,0.00,29.14,29.77,1.9,6,3.6,866,285,1151
2,2008-08-02,80,68,74,M,60,65,0, 9,446,1910, ,M,M,M,0.00,29.28,29.90,8.6,3,9.2,864,286,1150
2,2008-08-03,85,63,74,M,61,67,0, 9,447,1909, ,M,M,M,0.00,29.30,29.94,5.2,19,6.5,862,287,1149
2,2008-08-04,88,69,79,M,69,71,0,14,448,1908,TSRA RA BR HZ VCTS,M,M,M,0.59,29.24,29.89,2.9,19,9.1,860,288,1148
2,2008-08-05,88,71,80,M,69,72,0,15,449,1907,BR HZ,M,M,M,0.08,29.30,29.91,2.9,31,6.3,858,289,1147
2,2008-08-06,84,67,76,M,60,66,0,11,450,1906, ,M,M,M,0.01,29.35,29.98,5.4,29,6.9,856,290,1146
2,2008-08-07,81,63,72,M,57,63,0, 7,451,1904, ,M,M,M,0.01,29.31,29.96,7.1,35,9.1,853,291,1144
2,2008-08-08,78,64,71,M,54,61,0, 6,452,1903, ,M,M,M,0.00,29.34,29.99,3.5,1,6.7,851,292,1143
2,2008-08-09,78,61,70,M,58,63,0, 5,453,1902,RA,M,M,M,  T,29.25,29.91,3.8,28,9.6,849,293,1142
2,2008-08-10,74,61,68,M,53,59,0, 3,454,1900, ,M,M,M,0.00,29.36,30.00,10.2,2,9.9,846,294,1140
2,2008-08-11,76,60,68,M,57,62,0, 3,455,1859, ,M,M,M,0.00,29.36,30.01,3.5,5,6.1,844,295,1139
2,2008-08-12,77,62,70,M,57,62,0, 5,456,1858, ,M,M,M,0.00,29.23,29.89,3.3,10,4.0,842,296,1138
2,2008-08-13,77,66,72,M,59,63,0, 7,457,1856, ,M,M,M,  T,29.17,29.82,3.1,8,5.2,839,297,1136
2,2008-08-14,78,65,72,M,60,64,0, 7,458,1855,BR,M,M,M,  T,29.28,29.91,7.7,3,8.4,837,298,1135
2,2008-08-15,78,61,70,M,55,61,0, 5,459,1854, ,M,M,M,0.00,29.49,30.11,7.5,4,9.1,835,299,1134
2,2008-08-16,82,59,71,M,53,61,0, 6,500,1852, ,M,M,M,0.00,29.46,30.11,5.5,29,6.4,832,300,1132
2,2008-08-17,85,63,74,M,59,65,0, 9,501,1851, ,M,M,M,0.00,29.34,30.00,8.5,25,8.8,830,301,1131
2,2008-08-18,85,65,75,M,58,65,0,10,502,1849, ,M,M,M,0.00,29.33,29.97,6.6,26,7.0,827,302,1129
2,2008-08-19,84,65,75,M,64,68,0,10,503,1848, ,M,M,M,0.00,29.42,30.05,4.9,5,6.0,825,303,1128
2,2008-08-20,81,67,74,M,59,65,0, 9,504,1846, ,M,M,M,0.00,29.46,30.10,7.3,10,7.7,822,304,1126
2,2008-08-21,82,69,76,M,60,66,0,11,505,1845,RA,M,M,M,  T,29.36,30.02,6.5,14,7.7,820,305,1125
2,2008-08-22,84,75,80,M,69,72,0,15,506,1843,RA HZ,M,M,M,  T,29.39,30.02,11.1,19,11.5,817,306,1123
2,2008-08-23,90,69,80,M,68,71,0,15,508,1842,BR VCTS,M,M,M,0.00,29.36,30.00,8.3,24,9.6,814,308,1122
2,2008-08-24,78,65,72,M,57,63,0, 7,509,1840, ,M,M,M,0.00,29.38,30.03,8.7,3,10.0,811,309,1120
2,2008-08-25,74,66,70,M,56,61,0, 5,510,1839, ,M,M,M,0.00,29.41,30.06,12.7,5,13.1,809,310,1119
2,2008-08-26,75,61,68,M,55,61,0, 3,511,1837, ,M,M,M,0.00,29.34,30.01,7.9,7,9.5,806,311,1117
2,2008-08-27,82,60,71,M,57,63,0, 6,512,1835, ,M,M,M,0.00,29.25,29.91,4.2,9,4.7,803,312,1115
2,2008-08-28,81,67,74,M,65,68,0, 9,513,1834,RA,M,M,M,0.02,29.15,29.80,5.7,19,6.5,801,313,1114
2,2008-08-29,84,67,76,M,61,66,0,11,514,1832,BR HZ,M,M,M,  T,29.29,29.91,3.6,2,6.1,798,314,1112
2,2008-08-30,87,61,74,M,55,64,0, 9,515,1831, ,M,M,M,0.00,29.44,30.07,2.0,23,3.2,796,315,1111
2,2008-08-31,89,65,77,M,57,65,0,12,516,1829, ,M,M,M,0.00,29.47,30.11,4.8,12,5.2,793,316,1109
2,2008-09-01,89,67,78,M,54,64,0,13,517,1827, ,M,M,M,0.00,29.42,30.07,7.7,12,7.9,790,317,1107
2,2008-09-02,95,68,82,M,61,68,0,17,518,1826,TS RA,M,M,M,  T,29.36,30.00,2.8,17,4.5,788,318,1106
2,2008-09-03,77,68,73,M,62,65,0, 8,519,1824, ,M,M,M,0.00,29.34,29.99,11.2,1,12.1,785,319,1104
2,2008-09-04,68,63,66,M,63,64,0, 1,520,1822,RA BR,M,M,M,2.68,29.13,29.80,11.2,3,12.2,782,320,1102
2,2008-09-05,68,58,63,M,58,60,2, 0,521,1821,RA BR,M,M,M,0.01,29.28,29.92,4.3,32,4.7,780,321,1101
2,2008-09-06,74,56,65,M,54,59,0, 0,522,1819,RA,M,M,M,  T,29.34,29.98,5.1,28,5.5,777,322,1099
2,2008-09-07,74,58,66,M,52,58,0, 1,523,1817, ,M,M,M,0.01,29.41,30.05,7.0,26,7.4,774,323,1097
2,2008-09-08,70,53,62,M,54,56,3, 0,524,1815,RA BR,M,M,M,1.01,29.45,30.10,4.9,33,6.9,771,324,1095
2,2008-09-09,68,49,59,M,46,52,6, 0,525,1814, ,M,M,M,0.01,29.51,30.17,3.1,36,5.9,769,325,1094
2,2008-09-10,72,50,61,M,47,54,4, 0,526,1812, ,M,M,M,0.00,29.54,30.20,4.0,14,4.9,766,326,1092
2,2008-09-11,79,57,68,M,57,62,0, 3,527,1810,BR,M,M,M,0.00,29.40,30.07,8.6,18,9.4,763,327,1090
2,2008-09-12,73,69,71,M,68,69,0, 6,528,1809,RA DZ BR,M,M,M,0.62,29.28,29.95,6.6,23,7.1,761,328,1089
2,2008-09-13,77,69,73,M,71,72,0, 8,529,1807,RA BR,M,M,M,3.07,29.04,29.70,7.2,22,9.7,758,329,1087
2,2008-09-14,72,58,65,M,62,63,0, 0,530,1805,RA BR,M,M,M,1.75,29.01,29.66,7.2,32,9.9,755,330,1085
2,2008-09-15,65,55,60,M,53,56,5, 0,531,1803, ,M,M,M,0.01,29.47,30.09,5.9,33,6.3,752,331,1083
2,2008-09-16,71,50,61,M,50,55,4, 0,532,1760, ,M,M,M,0.00,29.52,30.18,5.3,24,6.2,748,332,1080
2,2008-09-17,83,58,71,M,56,61,0, 6,533,1758, ,M,M,M,0.00,29.52,30.17,2.2,28,8.1,745,333,1078
2,2008-09-18,74,62,68,M,56,60,0, 3,535,1756, ,M,M,M,0.00,29.62,30.27,7.2,9,7.9,741,335,1076
2,2008-09-19,79,58,69,M,53,60,0, 4,536,1755, ,M,M,M,0.00,29.52,30.19,6.1,18,6.8,739,336,1075
2,2008-09-20,82,59,71,M,56,62,0, 6,537,1753,HZ,M,M,M,0.00,29.51,30.16,2.3,12,3.1,736,337,1073
2,2008-09-21,80,60,70,M,61,65,0, 5,538,1751,BR HZ,M,M,M,0.00,29.60,30.24,3.0,9,3.6,733,338,1071
2,2008-09-22,82,63,73,M,59,64,0, 8,539,1749,BR HZ,M,M,M,0.00,29.65,30.30,6.7,12,7.3,730,339,1069
2,2008-09-23,83,63,73,M,56,63,0, 8,540,1748, ,M,M,M,0.00,29.62,30.28,6.6,15,7.6,728,340,1068
2,2008-09-24,82,62,72,M,57,63,0, 7,541,1746, ,M,M,M,0.00,29.60,30.25,2.7,21,4.9,725,341,1066
2,2008-09-25,78,66,72,M,61,65,0, 7,542,1744,BR HZ,M,M,M,0.00,29.59,30.25,5.4,4,6.0,722,342,1064
2,2008-09-26,78,60,69,M,54,61,0, 4,543,1742,BR,M,M,M,0.00,29.47,30.14,3.5,6,4.6,719,343,1062
2,2008-09-27,80,55,68,M,54,60,0, 3,544,1741,BR HZ,M,M,M,0.00,29.39,30.04,1.6,7,3.1,717,344,1061
2,2008-09-28,69,60,65,M,57,60,0, 0,545,1739, ,M,M,M,0.00,29.46,30.11,7.3,4,7.4,714,345,1059
2,2008-09-29,65,56,61,M,57,59,4, 0,546,1737,RA BR HZ,M,M,M,0.11,29.31,29.99,1.6,33,4.4,711,346,1057
2,2008-09-30,61,48,55,M,45,50,10, 0,547,1735, ,M,M,M,0.01,29.27,29.94,9.3,31,9.5,708,347,1055
2,2008-10-01,62,46,M,M,41,47,M,M,548,1734, ,M,M,M,0.00,29.30,29.96,10.9,33,11.0,706,348,1054
2,2008-10-02,62,43,53,M,40,47,12, 0,549,1732, ,M,M,M,0.00,29.24,29.92,9.5,28,10.1,703,349,1052
2,2008-10-03,59,49,54,M,43,49,11, 0,550,1730,RA,M,M,M,0.01,29.40,30.04,6.0,6,8.3,700,350,1050
2,2008-10-04,60,42,51,M,39,46,14, 0,552,1729, ,M,M,M,0.00,29.57,30.23,3.1,11,4.3,697,352,1049
2,2008-10-05,61,46,54,M,41,49,11, 0,553,1727,RA,M,M,M,0.03,29.57,30.24,6.5,11,7.2,694,353,1047
2,2008-10-06,70,56,63,M,46,54,2, 0,554,1725, ,M,M,M,0.00,29.55,30.23,8.9,12,9.1,691,354,1045
2,2008-10-07,65,56,61,M,52,56,4, 0,555,1724,RA DZ BR,M,M,M,0.86,29.31,30.01,9.5,14,10.9,689,355,1044
2,2008-10-08,63,52,58,M,52,55,7, 0,556,1722,RA BR,M,M,M,0.29,29.20,29.86,7.4,26,8.3,686,356,1042
2,2008-10-09,69,48,59,M,39,49,6, 0,557,1720, ,M,M,M,0.00,29.41,30.05,3.9,29,4.8,683,357,1040
2,2008-10-10,73,46,60,M,41,51,5, 0,558,1719, ,M,M,M,0.00,29.52,30.17,5.3,11,6.1,681,358,1039
2,2008-10-11,80,55,68,M,50,57,0, 3,559,1717, ,M,M,M,0.00,29.58,30.24,3.9,14,5.0,678,359,1037
2,2008-10-12,86,62,74,M,54,62,0, 9,600,1715, ,M,M,M,0.00,29.61,30.26,5.8,16,6.3,675,360,1035
2,2008-10-13,79,64,72,M,57,63,0, 7,602,1714, ,M,M,M,0.00,29.54,30.20,8.3,20,8.7,672,362,1034
2,2008-10-14,70,55,63,M,43,52,2, 0,603,1712, ,M,M,M,  T,29.54,30.21,1.5,34,7.2,669,363,1032
2,2008-10-15,64,50,57,M,51,54,8, 0,604,1711,RA BR,M,M,M,0.24,29.39,30.05,3.6,32,6.8,667,364,1031
2,2008-10-16,59,44,52,M,39,45,13, 0,605,1709, ,M,M,M,0.00,29.57,30.24,6.7,35,8.0,664,365,1029
2,2008-10-17,56,44,50,M,40,46,15, 0,606,1707, ,M,M,M,  T,29.59,30.25,5.8,36,7.2,661,366,1027
2,2008-10-18,60,46,53,M,41,47,12, 0,607,1706,RA BR,M,M,M,0.14,29.65,30.32,2.4,7,5.3,659,367,1026
2,2008-10-19,62,44,53,M,37,46,12, 0,608,1704, ,M,M,M,0.00,29.57,30.25,10.6,19,10.9,656,368,1024
2,2008-10-20,56,44,50,M,43,47,15, 0,610,1703,RA BR,M,M,M,0.31,29.54,30.21,3.2,31,7.4,653,370,1023
2,2008-10-21,55,39,47,M,37,43,18, 0,611,1701, ,M,M,M,0.00,29.70,30.37,6.7,3,9.2,650,371,1021
2,2008-10-22,54,40,47,M,29,40,18, 0,612,1660, ,M,M,M,0.00,29.71,30.40,12.0,12,12.6,648,372,1020
2,2008-10-23,60,40,50,M,34,43,15, 0,613,1658,RA,M,M,M,0.09,29.56,30.27,10.6,12,10.8,645,373,1018
2,2008-10-24,56,45,51,M,44,47,14, 0,614,1657,RA BR,M,M,M,0.63,29.25,29.97,5.6,20,6.9,643,374,1017
2,2008-10-25,53,43,48,M,41,45,17, 0,616,1656, ,M,M,M,  T,29.09,29.79,12.8,23,13.2,640,376,1016
2,2008-10-26,56,36,46,M,34,41,19, 0,617,1654,RA SN,M,M,M,0.01,29.17,29.81,17.5,27,18.4,637,377,1014
2,2008-10-27,47,34,41,M,28,35,24, 0,618,1653,RA SN,M,M,M,  T,29.57,30.21,13.4,31,13.9,635,378,1013
2,2008-10-28,45,32,39,M,23,33,26, 0,619,1651, ,M,M,M,0.00,29.60,30.31,9.9,30,10.3,632,379,1011
2,2008-10-29,51,33,42,M,25,35,23, 0,620,1650, ,M,M,M,0.00,29.54,30.22,1.7,29,6.1,630,380,1010
2,2008-10-30,63,34,49,M,31,41,16, 0,622,1649, ,M,M,M,0.00,29.65,30.33,9.3,19,9.4,627,382,1009
2,2008-10-31,71,49,60,M,46,51,5, 0,623,1647,HZ,M,M,M,0.00,29.64,30.30,6.0,22,7.9,624,383,1007
2,2009-05-01,62,48,55,M,42,48,10, 0,448,1849,RA,M,M,M,0.04,29.33,29.98,8.1,29,8.6,841,288,1129
2,2009-05-02,65,45,55,M,34,46,10, 0,447,1850, ,M,M,M,0.00,29.28,29.95,9.2,27,9.5,843,287,1130
2,2009-05-03,70,45,58,M,35,48,7, 0,446,1851, ,M,M,M,0.00,29.26,29.92,4.7,26,4.8,845,286,1131
2,2009-05-04,70,49,60,M,36,48,5, 0,444,1852, ,M,M,M,0.00,29.37,30.02,7.1,9,8.4,848,284,1132
2,2009-05-05,70,54,62,M,41,51,3, 0,443,1853, ,M,M,M,0.00,29.28,29.95,5.1,12,5.9,850,283,1133
2,2009-05-06,75,56,66,M,51,56,0, 1,442,1855,RA BR,M,M,M,0.86,29.13,29.80,6.2,19,7.2,853,282,1135
2,2009-05-07,77,56,67,M,53,58,0, 2,441,1856,RA BR HZ,M,M,M,0.03,29.08,29.74,8.2,24,9.2,855,281,1136
2,2009-05-08,74,57,66,M,55,59,0, 1,439,1857,BR HZ,M,M,M,0.01,29.00,29.67,4.4,20,6.1,858,279,1137
2,2009-05-09,64,45,55,M,44,49,10, 0,438,1858, ,M,M,M,0.00,29.26,29.87,4.7,28,11.3,860,278,1138
2,2009-05-10,67,43,55,M,40,47,10, 0,437,1859,RA,M,M,M,0.02,29.47,30.11,5.1,30,9.0,862,277,1139
2,2009-05-11,61,40,51,M,34,44,14, 0,436,1860, ,M,M,M,0.00,29.53,30.20,2.1,7,4.5,864,276,1140
2,2009-05-12,72,44,58,M,32,47,7, 0,435,1901, ,M,M,M,0.00,29.44,30.13,8.9,16,9.5,866,275,1141
2,2009-05-13,71,54,63,M,58,60,2, 0,434,1902,TSRA RA DZ BR,M,M,M,1.03,29.08,29.77,12.9,18,14.8,868,274,1142
2,2009-05-14,69,55,62,M,44,53,3, 0,433,1903, ,M,M,M,  T,29.38,30.00,11.1,27,11.3,870,273,1143
2,2009-05-15,63,55,59,M,52,55,6, 0,432,1904,TSRA RA BR,M,M,M,0.70,29.34,29.99,4.4,15,5.8,872,272,1144
2,2009-05-16,62,47,55,M,41,50,10, 0,431,1905,DZ BR,M,M,M,0.04,29.41,30.05,11.0,30,12.4,874,271,1145
2,2009-05-17,59,41,50,M,28,42,15, 0,430,1906, ,M,M,M,0.00,29.67,30.32,3.3,9,6.5,876,270,1146
2,2009-05-18,67,45,56,M,30,45,9, 0,429,1907, ,M,M,M,  T,29.62,30.30,9.3,19,9.5,878,269,1147
2,2009-05-19,80,54,67,M,43,54,0, 2,428,1908, ,M,M,M,0.00,29.55,30.22,12.3,21,12.4,880,268,1148
2,2009-05-20,85,61,73,M,43,57,0, 8,427,1909, ,M,M,M,  T,29.47,30.13,11.9,20,12.1,882,267,1149
2,2009-05-21,85,60,73,M,48,59,0, 8,426,1910, ,M,M,M,0.00,29.44,30.09,8.1,25,10.9,884,266,1150
2,2009-05-22,70,56,63,M,47,54,2, 0,425,1911, ,M,M,M,0.00,29.50,30.16,10.0,3,10.6,886,265,1151
2,2009-05-23,79,55,67,M,51,58,0, 2,425,1912, ,M,M,M,  T,29.39,30.05,4.5,8,5.5,887,265,1152
2,2009-05-24,70,56,63,M,47,54,2, 0,424,1913, ,M,M,M,0.00,29.39,30.05,10.7,3,10.8,889,264,1153
2,2009-05-25,64,56,60,M,46,53,5, 0,423,1914,RA DZ,M,M,M,0.08,29.33,30.00,8.7,6,9.5,891,263,1154
2,2009-05-26,76,56,66,M,54,58,0, 1,422,1915,TSRA RA BR,M,M,M,1.38,29.13,29.81,5.7,6,6.8,893,262,1155
2,2009-05-27,75,58,67,M,60,63,0, 2,422,1916,DZ BR HZ,M,M,M,  T,29.02,29.67,6.8,24,8.3,894,262,1156
2,2009-05-28,64,55,60,M,51,54,5, 0,421,1916, ,M,M,M,0.00,29.11,29.75,6.8,29,8.3,895,261,1156
2,2009-05-29,77,55,66,M,49,55,0, 1,421,1917, ,M,M,M,0.00,29.23,29.87,2.0,31,6.8,896,261,1157
