AvgSpeed,CodeSum,Cool,Date,Daytime,Depart,Depth,DewPoint,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,SnowFall,Station,StnPressure,Sunrise,Sunrise_min,Sunset,Sunset_min,Tavg,Tmax,Tmin,Water1,WetBulb
6.0,BR,18,2010-08-11,844,10,0,70,0,0.00,28,4.2,29.84,0.0,1,29.13,455,295,1859,1139,83,90,75,M,74
5.7, ,18,2010-08-12,842,10,0,70,0,0.00,10,3.3,29.83,0.0,1,29.13,456,296,1858,1138,83,92,74,M,74
7.6,TS BR,18,2010-08-13,839,10,0,70,0,0.25,18,7.2,29.78,0.0,1,29.07,457,297,1856,1136,83,92,73,M,74
5.0, ,15,2010-08-14,837,8,0,69,0,  T,25,3.6,29.82,0.0,1,29.11,458,298,1855,1135,80,88,72,M,73
8.8, ,10,2010-08-15,835,3,0,62,0,0.00,29,8.1,29.90,0.0,1,29.21,459,299,1854,1134,75,83,66,M,67
9.3, ,7,2010-08-16,832,0,0,54,0,0.00,28,8.6,30.01,0.0,1,29.31,500,300,1852,1132,72,80,63,M,62
6.1,RA,7,2010-08-17,830,0,0,57,0,0.03,30,4.5,30.07,0.0,1,29.36,501,301,1851,1131,72,79,64,M,63
3.5,RA,9,2010-08-18,827,2,0,61,0,0.05,20,1.5,30.02,0.0,1,29.29,502,302,1849,1129,74,84,63,M,66
5.0, ,12,2010-08-19,825,6,0,65,0,0.00,21,4.6,29.91,0.0,1,29.18,503,303,1848,1128,77,88,66,M,69
11.2,RA,17,2010-08-20,822,11,0,68,0,0.03,19,10.5,29.81,0.0,1,29.11,504,304,1846,1126,82,92,71,M,72
6.0,RA BR,14,2010-08-21,820,8,0,69,0,0.45,33,2.6,29.83,0.0,1,29.13,505,305,1845,1125,79,86,71,M,72
8.5, ,10,2010-08-22,817,4,0,64,0,0.00,3,7.9,30.05,0.0,1,29.35,506,306,1843,1123,75,81,68,M,67
7.3, ,8,2010-08-23,814,2,0,63,0,0.00,4,6.0,30.06,0.0,1,29.34,508,308,1842,1122,73,80,65,M,67
5.8, ,9,2010-08-24,811,3,0,62,0,  T,4,1.2,30.02,0.0,1,29.29,509,309,1840,1120,74,84,64,M,66
10.3, ,5,2010-08-25,809,0,0,51,0,0.00,32,9.8,30.08,0.0,1,29.38,510,310,1839,1119,70,79,61,M,59
5.2, ,4,2010-08-26,806,-1,0,52,0,0.00,6,0.8,30.16,0.0,1,29.44,511,311,1837,1117,69,79,59,M,59
9.0, ,8,2010-08-27,803,3,0,56,0,0.00,21,8.6,30.11,0.0,1,29.39,512,312,1835,1115,73,86,59,M,63
10.8, ,12,2010-08-28,801,7,0,54,0,0.00,19,10.5,30.08,0.0,1,29.36,513,313,1834,1114,77,88,65,M,63
11.4, ,18,2010-08-29,798,13,0,66,0,0.00,19,10.6,30.10,0.0,1,29.39,514,314,1832,1112,83,94,71,M,71
14.5, ,16,2010-08-30,796,11,0,67,0,0.00,19,14.1,30.13,0.0,1,29.39,515,315,1831,1111,81,88,74,M,72
15.0, ,19,2010-08-31,793,15,0,68,0,0.00,20,14.7,30.01,0.0,1,29.28,516,316,1829,1109,84,93,75,M,73
7.3,RA,11,2010-09-01,790,8,0,68,0,0.17,23,6.2,29.91,0.0,1,29.21,517,317,1827,1107,76,81,71,M,70
6.9,RA BR,9,2010-09-02,788,6,0,68,0,1.55,21,5.6,29.81,0.0,1,29.09,518,318,1826,1106,74,83,65,M,70
15.7, ,0,2010-09-03,785,-5,0,52,2,  T,28,15.3,29.82,0.0,1,29.11,519,319,1824,1104,63,70,56,M,57
11.9, ,0,2010-09-04,782,-8,0,44,5,  T,29,11.3,29.96,0.0,1,29.25,520,320,1822,1102,60,68,51,M,51
9.0,RA,0,2010-09-05,780,-4,0,50,2,  T,20,7.9,29.95,0.0,1,29.21,521,321,1821,1101,63,76,49,M,56
14.9, ,9,2010-09-06,777,7,0,52,0,  T,20,14.2,29.83,0.0,1,29.12,522,322,1819,1099,74,82,66,M,61
18.8, ,3,2010-09-07,774,1,0,49,0,0.00,25,17.4,29.90,0.0,1,29.21,523,323,1817,1097,68,77,58,M,58
6.5, ,0,2010-09-08,771,-5,0,48,4,0.00,32,3.9,30.09,0.0,1,29.39,524,324,1815,1095,61,71,51,M,54
6.5, ,0,2010-09-09,769,-7,0,49,6,0.00,3,5.7,30.09,0.0,1,29.36,525,325,1814,1094,59,67,50,M,54
9.4, ,0,2010-09-10,766,-2,0,51,1,0.00,9,8.3,29.98,0.0,1,29.24,526,326,1812,1092,64,72,55,M,58
9.4,RA BR,2,2010-09-11,763,2,0,55,0,0.24,24,1.9,29.87,0.0,1,29.15,527,327,1810,1090,67,75,58,M,59
7.9, ,4,2010-09-12,761,4,0,51,0,0.00,26,7.5,30.00,0.0,1,29.29,528,328,1809,1089,69,83,54,M,59
6.1, ,5,2010-09-13,758,5,0,50,0,0.00,31,4.9,30.01,0.0,1,29.29,529,329,1807,1087,70,82,57,M,59
4.9, ,1,2010-09-14,755,2,0,49,0,0.00,5,3.8,30.10,0.0,1,29.38,530,330,1805,1085,66,77,54,M,57
9.1, ,2,2010-09-15,752,3,0,54,0,  T,12,7.6,30.01,0.0,1,29.25,531,331,1803,1083,67,75,59,M,60
11.4,RA,0,2010-09-16,748,-3,0,56,4,0.16,33,6.6,29.88,0.0,1,29.19,532,332,1760,1080,61,69,53,M,59
4.5, ,0,2010-09-17,745,-2,0,50,3,0.00,19,3.8,30.07,0.0,1,29.36,533,333,1758,1078,62,74,49,M,56
6.5,TSRA BR,0,2010-09-18,741,-2,0,55,3,0.35,3,3.9,30.13,0.0,1,29.42,535,335,1756,1076,62,65,58,M,58
7.9,RA,0,2010-09-19,739,-2,0,49,4,  T,4,7.1,30.18,0.0,1,29.46,536,336,1755,1075,61,67,55,M,55
6.6, ,4,2010-09-20,736,7,0,60,0,  T,12,4.5,30.04,0.0,1,29.29,537,337,1753,1073,69,75,62,M,63
11.6,TSRA RA,13,2010-09-21,733,16,0,64,0,0.05,22,10.8,29.87,0.0,1,29.16,538,338,1751,1071,78,88,68,M,68
6.0, ,4,2010-09-22,730,7,0,61,0,0.00,6,2.8,30.02,0.0,1,29.31,539,339,1749,1069,69,74,63,M,63
17.1, ,12,2010-09-23,728,16,0,62,0,0.00,20,16.6,29.88,0.0,1,29.15,540,340,1748,1068,77,89,65,M,68
17.3,RA BR,3,2010-09-24,725,7,0,54,0,0.26,25,15.6,29.88,0.0,1,29.18,541,341,1746,1066,68,80,56,M,59
8.9, ,0,2010-09-25,722,-5,0,43,9,0.00,36,6.8,30.11,0.0,1,29.40,542,342,1744,1064,56,60,52,M,49
10.1,RA,0,2010-09-26,719,-5,0,45,10,  T,2,9.5,30.13,0.0,1,29.40,543,343,1742,1062,55,60,50,M,49
4.9, ,0,2010-09-27,717,-3,0,45,8,0.00,2,1.4,29.95,0.0,1,29.18,544,344,1741,1061,57,65,48,M,50
3.7, ,0,2010-09-28,714,0,0,45,6,0.00,2,2.5,29.80,0.0,1,29.07,545,345,1739,1059,59,71,46,M,52
5.7, ,0,2010-09-29,711,5,0,48,1,0.00,22,5.4,29.81,0.0,1,29.09,546,346,1737,1057,64,75,52,M,55
9.3, ,0,2010-09-30,708,4,0,49,2,0.00,36,8.3,29.93,0.0,1,29.23,547,347,1735,1055,63,74,52,M,55
6.2,RA BR,0,2010-10-01,706,3,0,44,4,0.08,29,4.2,30.04,0.0,1,29.31,548,348,1734,1054,61,73,48,M,52
15.4,RA,0,2010-10-02,703,-7,0,41,14,0.26,36,15.2,30.18,0.0,1,29.47,549,349,1732,1052,51,57,45,M,46
11.3,RA,0,2010-10-03,700,-8,0,39,16,0.08,1,10.3,30.36,0.0,1,29.64,550,350,1730,1050,49,56,42,M,44
3.6, ,0,2010-10-04,697,-8,0,39,16,0.00,2,2.4,30.38,0.0,1,29.65,552,352,1729,1049,49,60,38,M,45
3.5, ,0,2010-10-05,694,-3,0,38,11,0.00,32,1.3,30.33,0.0,1,29.59,553,353,1727,1047,54,68,39,M,46
7.9, ,0,2010-10-06,691,6,0,44,3,0.00,28,7.0,30.07,0.0,1,29.33,554,354,1725,1045,62,78,46,M,53
6.2, ,0,2010-10-07,689,7,0,39,2,0.00,30,5.8,30.08,0.0,1,29.36,555,355,1724,1044,63,76,49,M,50
7.3, ,0,2010-10-08,686,8,0,40,1,0.00,24,7.0,30.03,0.0,1,29.31,556,356,1722,1042,64,79,48,M,52
3.6, ,6,2010-10-09,683,16,0,52,0,0.00,24,2.5,29.98,0.0,1,29.25,557,357,1720,1040,71,86,55,M,59
4.1, ,6,2010-10-10,681,16,0,50,0,0.00,25,4.0,29.89,0.0,1,29.16,558,358,1719,1039,71,84,57,M,59
4.0, ,3,2010-10-11,678,14,0,52,0,0.00,3,2.2,29.83,0.0,1,29.12,559,359,1717,1037,68,82,54,M,58
3.9, ,0,2010-10-12,675,10,0,54,1,0.00,6,3.3,29.92,0.0,1,29.21,600,360,1715,1035,64,76,52,M,58
8.6,TSRA RA,0,2010-10-13,672,4,0,46,8,0.10,35,7.2,30.06,0.0,1,29.35,602,362,1714,1034,57,66,47,M,52
9.2, ,0,2010-10-14,669,2,0,32,10,0.00,27,7.2,29.96,0.0,1,29.21,603,363,1712,1032,55,66,43,M,45
8.1, ,0,2010-10-15,667,1,0,41,11,0.00,1,6.4,30.06,0.0,1,29.34,604,364,1711,1031,54,63,44,M,47
9.1,BR,0,2010-10-16,664,4,0,39,9,0.00,23,8.0,30.04,0.0,1,29.31,605,365,1709,1029,56,71,40,M,48
5.4, ,0,2010-10-17,661,4,0,36,9,0.00,1,3.7,30.08,0.0,1,29.35,606,366,1707,1027,56,65,47,M,46
6.2, ,0,2010-10-18,659,1,0,40,13,0.00,4,5.0,30.02,0.0,1,29.29,607,367,1706,1026,52,61,43,M,47
7.2, ,0,2010-10-19,656,-1,0,35,15,0.00,27,6.1,29.98,0.0,1,29.23,608,368,1704,1024,50,60,39,M,43
12.1, ,0,2010-10-20,653,7,0,35,8,  T,26,10.2,29.76,0.0,1,29.03,610,370,1703,1023,57,70,44,M,46
10.0, ,0,2010-10-21,650,-3,0,30,18,0.00,30,9.4,29.96,0.0,1,29.25,611,371,1701,1021,47,56,38,M,40
6.5, ,0,2010-10-22,648,-1,0,31,16,0.02,21,5.8,30.07,0.0,1,29.34,612,372,1660,1020,49,64,33,M,42
11.4,RA BR,0,2010-10-23,645,11,0,47,5,0.10,21,10.0,29.94,0.0,1,29.20,613,373,1658,1018,60,65,54,M,53
9.6,RA BR,0,2010-10-24,643,14,0,53,2,0.05,21,8.4,29.74,0.0,1,28.98,614,374,1657,1017,63,72,54,M,57
12.4,BR,0,2010-10-25,640,16,0,56,1,0.00,19,11.6,29.50,0.0,1,28.74,616,376,1656,1016,64,72,56,M,60
26.3,RA BR,0,2010-10-26,637,14,0,47,3,0.24,21,24.1,29.25,0.0,1,28.55,617,377,1654,1014,62,70,54,M,53
23.2, ,0,2010-10-27,635,6,0,32,11,0.00,24,21.8,29.59,0.0,1,28.92,618,378,1653,1013,54,65,43,M,44
14.1, ,0,2010-10-28,632,-4,0,31,22,  T,28,13.7,30.10,0.0,1,29.43,619,379,1651,1011,43,46,39,M,38
8.9, ,0,2010-10-29,630,-6,0,27,24,0.00,24,6.2,30.24,0.0,1,29.48,620,380,1650,1010,41,50,31,M,36
13.3, ,0,2010-10-30,627,7,0,32,12,0.00,25,6.5,29.88,0.0,1,29.14,622,382,1649,1009,53,63,42,M,42
6.9, ,0,2010-10-31,624,-2,0,30,21,0.00,1,5.8,30.20,0.0,1,29.49,623,383,1647,1007,44,52,36,M,38
11.9, ,0,2011-05-01,841,2,0,37,10,0.00,26,11.4,29.95,0.0,1,29.26,448,288,1849,1129,55,63,47,M,47
9.9, ,0,2011-05-02,843,-3,0,31,14,0.00,36,5.3,30.17,0.0,1,29.46,447,287,1850,1130,51,59,42,M,42
7.6,RA,0,2011-05-03,845,-10,0,31,21,  T,3,6.7,30.23,0.0,1,29.50,446,286,1851,1131,44,50,37,M,38
7.6, ,0,2011-05-04,848,-6,0,29,17,0.00,3,4.6,30.37,0.0,1,29.63,444,284,1852,1132,48,59,37,M,40
11.5,RA BR,0,2011-05-05,850,-6,0,40,16,0.06,20,10.9,30.12,0.0,1,29.33,443,283,1853,1133,49,63,35,M,46
7.8,RA,0,2011-05-06,853,1,0,39,9,  T,28,6.8,29.87,0.0,1,29.11,442,282,1855,1135,56,68,44,M,48
6.9, ,0,2011-05-07,855,-3,0,44,13,  T,5,5.1,29.85,0.0,1,29.13,441,281,1856,1136,52,60,43,M,48
7.2, ,0,2011-05-08,858,-2,0,43,11,0.00,6,6.6,29.98,0.0,1,29.27,439,279,1857,1137,54,68,39,M,49
14.7,RA,0,2011-05-09,860,4,0,45,5,  T,11,14.3,29.89,0.0,1,29.15,438,278,1858,1138,60,73,47,M,53
8.6, ,11,2011-05-10,862,20,0,61,0,0.00,14,6.2,29.72,0.0,1,29.00,437,277,1859,1139,76,90,62,M,66
6.6,TS TSRA BR HZ,10,2011-05-11,864,18,0,66,0,0.13,14,3.5,29.80,0.0,1,29.10,436,276,1860,1140,75,87,63,M,68
8.1,TS TSRA BR,7,2011-05-12,866,15,0,63,0,0.29,19,5.6,29.79,0.0,1,29.08,435,275,1901,1141,72,86,58,M,66
11.0,RA BR,0,2011-05-13,868,4,0,54,3,0.02,3,10.1,29.73,0.0,1,29.00,434,274,1902,1142,62,77,47,M,56
16.9,RA BR,0,2011-05-14,870,-9,0,47,16,0.31,2,16.7,29.73,0.0,1,29.01,433,273,1903,1143,49,53,45,M,48
21.4,RA BR,0,2011-05-15,872,-14,0,36,21,0.31,2,21.4,29.86,0.0,1,29.15,432,272,1904,1144,44,46,41,M,41
13.9, ,0,2011-05-16,874,-14,0,30,20,0.00,2,13.5,30.01,0.0,1,29.28,431,271,1905,1145,45,52,37,M,40
12.7, ,0,2011-05-17,876,-9,0,33,15,0.00,3,12.2,29.96,0.0,1,29.21,430,270,1906,1146,50,60,40,M,43
7.1,RA DZ BR,0,2011-05-18,878,-7,0,48,12,0.07,2,6.2,29.89,0.0,1,29.16,429,269,1907,1147,53,57,49,M,49
5.8,BR HZ,0,2011-05-19,880,1,0,53,4,0.00,2,3.6,30.00,0.0,1,29.29,428,268,1908,1148,61,72,49,M,56
6.0,BR,0,2011-05-20,882,1,0,54,3,0.00,6,5.5,30.03,0.0,1,29.30,427,267,1909,1149,62,73,50,M,57
8.1,BR,0,2011-05-21,884,2,0,59,2,0.01,15,7.0,29.87,0.0,1,29.13,426,266,1910,1150,63,75,50,M,62
11.4,TSRA RA BR,9,2011-05-22,886,13,0,60,0,0.58,19,10.3,29.70,  T,1,28.95,425,265,1911,1151,74,87,61,M,64
11.3, ,5,2011-05-23,887,9,0,59,0,  T,25,10.0,29.62,0.0,1,28.92,425,265,1912,1152,70,79,60,M,64
12.4, ,0,2011-05-24,889,-5,0,47,8,0.11,4,12.0,29.86,0.0,1,29.15,424,264,1913,1153,57,66,47,M,51
11.7,TSRA RA BR,0,2011-05-25,891,-5,0,52,8,2.24,3,10.7,29.67,0.0,1,28.92,423,263,1914,1154,57,67,47,M,53
17.8,RA BR,0,2011-05-26,893,-16,0,40,19,1.06,2,17.7,29.84,0.0,1,29.15,422,262,1915,1155,46,49,43,M,43
8.7,RA,0,2011-05-27,894,-13,0,41,16,  T,5,7.3,29.93,0.0,1,29.21,422,262,1916,1156,49,58,40,M,46
6.7,RA BR,0,2011-05-28,895,-6,0,55,8,0.12,18,6.0,29.83,0.0,1,29.10,421,261,1916,1156,57,62,51,M,55
5.7,TS RA FG+ FG BR,0,2011-05-29,896,-3,0,59,4,1.88,11,3.6,29.86,0.0,1,29.16,421,261,1917,1157,61,70,52,M,60
12.8, ,7,2011-05-30,898,8,0,65,0,0.00,20,12.4,29.97,0.0,1,29.26,420,260,1918,1158,72,88,56,M,69
13.2,TS,12,2011-05-31,899,13,0,64,0,0.08,22,12.4,30.04,0.0,1,29.34,420,260,1919,1159,77,85,69,M,68
10.5, ,5,2011-06-01,901,6,0,49,0,0.00,27,10.7,30.17,0.0,1,29.44,419,259,1920,1160,70,81,59,M,59
9.4,RA,0,2011-06-02,901,-1,0,44,2,0.02,6,9.0,30.19,0.0,1,29.45,419,259,1920,1160,63,69,56,M,53
11.5, ,6,2011-06-03,903,7,0,62,0,0.01,17,10.8,30.04,0.0,1,29.31,418,258,1921,1161,71,87,55,M,67
8.5,TSRA,13,2011-06-04,904,14,0,64,0,0.18,26,1.4,30.02,0.0,1,29.31,418,258,1922,1162,78,92,64,M,68
5.4, ,8,2011-06-05,906,8,0,55,0,  T,7,3.1,30.08,0.0,1,29.36,417,257,1923,1163,73,85,60,M,62
9.7, ,12,2011-06-06,906,11,0,64,0,0.00,20,8.5,29.89,0.0,1,29.15,417,257,1923,1163,77,93,60,M,69
10.6, ,21,2011-06-07,907,20,0,65,0,0.00,23,10.3,29.82,0.0,1,29.11,417,257,1924,1164,86,96,75,M,72
13.4,TSRA,16,2011-06-08,908,15,0,64,0,0.17,24,11.6,29.81,0.0,1,29.13,417,257,1925,1165,81,95,66,M,71
12.5,TSRA RA BR,0,2011-06-09,909,-6,0,52,5,0.93,4,8.0,30.00,  T,1,29.28,416,256,1925,1165,60,69,50,M,55
8.0,RA BR HZ,0,2011-06-10,910,-7,0,56,5,0.52,3,6.4,29.94,0.0,1,29.21,416,256,1926,1166,60,69,51,M,57
5.7,RA DZ FG+ FG BR,0,2011-06-11,910,-10,0,54,8,0.03,5,4.7,29.95,0.0,1,29.24,416,256,1926,1166,57,62,52,M,55
8.9,BR,0,2011-06-12,911,-11,0,45,8,0.00,3,8.3,30.10,0.0,1,29.38,416,256,1927,1167,57,64,50,M,52
7.8, ,0,2011-06-13,911,-5,0,43,2,0.00,6,7.5,30.11,0.0,1,29.39,416,256,1927,1167,63,72,54,M,53
8.6, ,0,2011-06-14,912,-3,0,49,0,0.00,9,7.8,30.01,0.0,1,29.25,416,256,1928,1168,65,77,53,M,56
11.2,TSRA RA BR,0,2011-06-15,912,-4,0,59,1,0.80,15,9.2,29.73,0.0,1,29.00,416,256,1928,1168,64,71,57,M,61
7.5,RA BR,6,2011-06-16,913,2,0,59,0,0.04,29,5.5,29.76,0.0,1,29.05,416,256,1929,1169,71,81,61,M,63
6.6, ,6,2011-06-17,913,2,0,60,0,0.00,6,5.8,29.83,0.0,1,29.13,416,256,1929,1169,71,82,60,M,64
6.4, ,8,2011-06-18,913,3,0,62,0,0.00,6,4.6,29.82,0.0,1,29.10,416,256,1929,1169,73,84,61,M,65
5.2, ,7,2011-06-19,914,2,0,65,0,0.00,11,4.1,29.75,0.0,1,29.03,416,256,1930,1170,72,81,63,M,68
8.1,TSRA RA BR,7,2011-06-20,914,2,0,67,0,0.18,16,6.2,29.72,0.0,1,29.01,416,256,1930,1170,72,79,65,M,69
12.1,RA BR SQ,13,2011-06-21,914,8,0,70,0,0.45,18,11.5,29.64,0.0,1,28.92,416,256,1930,1170,78,89,66,M,72
13.4,RA,4,2011-06-22,914,-1,0,63,0,0.02,21,12.6,29.59,0.0,1,28.89,417,257,1931,1171,69,73,64,M,65
12.7,RA BR,2,2011-06-23,914,-3,0,59,0,0.01,26,11.4,29.60,0.0,1,28.90,417,257,1931,1171,67,71,62,M,62
9.6, ,0,2011-06-24,914,-7,0,56,1,0.00,29,9.4,29.76,0.0,1,29.08,417,257,1931,1171,64,68,60,M,59
4.6, ,4,2011-06-25,914,-2,0,53,0,0.00,10,2.5,29.92,0.0,1,29.21,417,257,1931,1171,69,79,58,M,60
6.9, ,4,2011-06-26,913,-2,0,53,0,0.00,9,5.8,29.94,0.0,1,29.23,418,258,1931,1171,69,81,57,M,60
10.8,RA HZ,8,2011-06-27,913,2,0,63,0,0.03,21,6.9,29.80,0.0,1,29.08,418,258,1931,1171,73,81,65,M,67
9.6, ,7,2011-06-28,912,1,0,54,0,0.00,30,9.1,29.98,0.0,1,29.28,419,259,1931,1171,72,81,63,M,61
5.4, ,5,2011-06-29,912,-1,0,56,0,0.00,8,3.7,30.06,0.0,1,29.35,419,259,1931,1171,70,81,59,M,62
9.4, ,9,2011-06-30,912,2,0,62,0,  T,17,8.2,30.00,0.0,1,29.28,419,259,1931,1171,74,88,60,M,67
14.9, ,16,2011-07-01,911,9,0,62,0,0.00,18,14.3,29.96,0.0,1,29.24,420,260,1931,1171,81,89,72,M,68
8.3,BR,18,2011-07-02,911,11,0,70,0,0.00,24,3.9,29.95,0.0,1,29.25,420,260,1931,1171,83,94,71,M,74
5.9, ,12,2011-07-03,910,5,0,57,0,0.00,2,4.7,29.98,0.0,1,29.28,421,261,1931,1171,77,84,69,M,65
4.3, ,12,2011-07-04,908,5,0,55,0,0.00,5,2.9,29.97,0.0,1,29.26,422,262,1930,1170,77,89,65,M,64
6.2, ,15,2011-07-05,908,8,0,60,0,0.00,28,5.2,29.96,0.0,1,29.25,422,262,1930,1170,80,91,68,M,68
7.5, ,13,2011-07-06,907,6,0,61,0,  T,4,5.7,29.97,0.0,1,29.27,423,263,1930,1170,78,86,70,M,67
6.2,RA,8,2011-07-07,907,1,0,53,0,  T,7,5.1,29.95,0.0,1,29.22,423,263,1930,1170,73,82,63,M,62
6.0, ,9,2011-07-08,905,1,0,51,0,0.00,6,5.1,29.88,0.0,1,29.17,424,264,1929,1169,74,86,61,M,62
5.9, ,11,2011-07-09,904,3,0,58,0,0.00,19,5.2,29.92,0.0,1,29.21,425,265,1929,1169,76,91,61,M,66
9.7,HZ,18,2011-07-10,904,10,0,68,0,  T,19,9.3,29.89,0.0,1,29.18,425,265,1929,1169,83,91,74,M,72
8.5,HZ,15,2011-07-11,902,7,0,71,0,0.39,25,5.5,29.82,0.0,1,29.12,426,266,1928,1168,80,88,71,M,74
7.7,RA,14,2011-07-12,901,6,0,63,0,0.01,2,5.6,29.94,0.0,1,29.25,427,267,1928,1168,79,87,70,M,69
10.9, ,4,2011-07-13,899,-4,0,57,0,0.00,4,10.5,30.06,0.0,1,29.35,428,268,1927,1167,69,74,63,M,62
8.0, ,6,2011-07-14,899,-2,0,56,0,0.00,10,6.5,30.02,0.0,1,29.30,428,268,1927,1167,71,82,59,M,63
6.7, ,14,2011-07-15,897,5,0,60,0,  T,9,5.4,29.98,0.0,1,29.27,429,269,1926,1166,79,87,70,M,66
4.3,RA,15,2011-07-16,895,6,0,61,0,  T,19,3.4,30.02,0.0,1,29.32,430,270,1925,1165,80,89,71,M,68
6.4, ,17,2011-07-17,894,8,0,69,0,0.00,22,6.2,30.06,0.0,1,29.35,431,271,1925,1165,82,95,69,M,74
10.8,RA HZ,21,2011-07-18,892,12,0,75,0,0.01,25,10.6,29.96,0.0,1,29.23,432,272,1924,1164,86,92,80,M,78
6.2, ,21,2011-07-19,890,12,0,72,0,0.00,7,4.5,29.89,0.0,1,29.17,433,273,1923,1163,86,93,78,M,76
10.7,BR HZ,21,2011-07-20,890,12,0,73,0,0.02,23,9.0,29.80,0.0,1,29.08,433,273,1923,1163,86,99,73,M,77
8.8,TS,22,2011-07-21,888,13,0,70,0,0.02,28,6.2,29.80,0.0,1,29.10,434,274,1922,1162,87,99,75,M,76
9.0,TS TSRA RA BR,14,2011-07-22,886,5,0,70,0,1.55,9,1.7,29.88,0.0,1,29.18,435,275,1921,1161,79,88,70,M,73
5.3,TS TSRA RA BR,14,2011-07-23,884,5,0,70,0,6.86,30,0.8,29.95,0.0,1,29.23,436,276,1920,1160,79,87,70,M,73
6.4,TS TSRA BR,15,2011-07-24,882,6,0,70,0,0.18,23,1.5,29.97,0.0,1,29.26,437,277,1919,1159,80,87,72,M,73
6.5, ,16,2011-07-25,880,7,0,66,0,0.00,32,3.4,29.91,0.0,1,29.20,438,278,1918,1158,81,88,73,M,71
8.5, ,12,2011-07-26,879,3,0,63,0,0.00,5,6.3,29.88,0.0,1,29.18,439,279,1918,1158,77,83,71,M,68
9.5,TS TSRA,14,2011-07-27,877,5,0,66,0,0.71,16,6.2,29.85,0.0,1,29.13,440,280,1917,1157,79,90,68,M,70
6.8,TSRA RA BR,15,2011-07-28,875,6,0,71,0,0.70,23,3.2,29.89,0.0,1,29.20,441,281,1916,1156,80,87,73,M,74
5.9,BR,14,2011-07-29,873,5,0,67,0,0.70,4,4.3,29.98,0.0,1,29.28,442,282,1915,1155,79,86,71,M,71
3.4, ,14,2011-07-30,871,5,0,64,0,0.00,13,2.4,30.05,0.0,1,29.35,443,283,1914,1154,79,91,67,M,70
5.0, ,14,2011-07-31,869,5,0,69,0,0.00,25,4.9,30.06,0.0,1,29.35,444,284,1913,1153,79,90,68,M,73
4.9, ,18,2011-08-01,866,10,0,72,0,0.00,27,4.2,29.99,0.0,1,29.28,445,285,1911,1151,83,91,74,M,75
9.1, ,19,2011-08-02,864,11,0,73,0,0.43,21,8.3,29.77,0.0,1,29.04,446,286,1910,1150,84,93,74,M,76
8.0, ,14,2011-08-03,862,6,0,67,0,0.00,2,6.9,29.81,0.0,1,29.11,447,287,1909,1149,79,86,72,M,71
6.0, ,12,2011-08-04,860,4,0,66,0,0.00,5,5.3,29.94,0.0,1,29.25,448,288,1908,1148,77,84,69,M,69
5.5,RA,11,2011-08-05,858,3,0,68,0,  T,5,4.0,29.93,0.0,1,29.21,449,289,1907,1147,76,83,69,M,71
4.0,RA BR,14,2011-08-06,856,6,0,70,0,0.18,5,2.5,29.82,0.0,1,29.10,450,290,1906,1146,79,85,72,M,72
6.4,TSRA BR,12,2011-08-07,853,4,0,69,0,0.75,27,4.6,29.75,0.0,1,29.03,451,291,1904,1144,77,86,68,M,71
6.2,RA BR,9,2011-08-08,851,1,0,67,0,0.63,4,4.0,29.72,0.0,1,29.00,452,292,1903,1143,74,80,68,M,69
11.1,BR,7,2011-08-09,849,-1,0,61,0,0.00,28,10.8,29.67,0.0,1,28.97,453,293,1902,1142,72,80,64,M,66
8.7, ,4,2011-08-10,846,-4,0,54,0,0.00,31,7.3,29.84,0.0,1,29.14,454,294,1900,1140,69,77,61,M,61
3.0, ,4,2011-08-11,844,-4,0,54,0,0.00,24,2.0,29.95,0.0,1,29.25,455,295,1859,1139,69,81,57,M,61
8.5, ,6,2011-08-12,842,-2,0,59,0,0.00,19,8.3,29.94,0.0,1,29.22,456,296,1858,1138,71,81,60,M,64
6.7,RA,8,2011-08-13,839,0,0,64,0,0.75,27,3.6,29.86,0.0,1,29.15,457,297,1856,1136,73,83,62,M,66
11.7,RA,4,2011-08-14,837,-3,0,60,0,  T,36,10.4,29.95,0.0,1,29.24,458,298,1855,1135,69,75,62,M,63
4.9, ,5,2011-08-15,835,-2,0,55,0,0.00,2,2.4,29.98,0.0,1,29.28,459,299,1854,1134,70,82,57,M,62
3.9, ,8,2011-08-16,832,1,0,58,0,0.00,18,2.9,30.03,0.0,1,29.32,500,300,1852,1132,73,85,61,M,64
6.0, ,8,2011-08-17,830,1,0,63,0,0.00,22,5.6,30.02,0.0,1,29.31,501,301,1851,1131,73,83,62,M,67
5.2, ,11,2011-08-18,827,4,0,60,0,0.00,4,2.3,29.96,0.0,1,29.23,502,302,1849,1129,76,84,67,M,66
5.2, ,11,2011-08-19,825,5,0,63,0,0.00,14,3.3,29.89,0.0,1,29.18,503,303,1848,1128,76,87,64,M,68
3.4,RA FG BR,8,2011-08-20,822,2,0,67,0,1.11,21,1.3,29.92,0.0,1,29.22,504,304,1846,1126,73,80,66,M,69
8.5,RA,7,2011-08-21,820,1,0,58,0,  T,32,8.0,29.97,0.0,1,29.26,505,305,1845,1125,72,80,64,M,63
4.1, ,6,2011-08-22,817,0,0,59,0,0.00,26,1.6,30.02,0.0,1,29.30,506,306,1843,1123,71,82,59,M,64
