Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,AvgSpeed,CodeSum,Daytime,Depart,DewPoint,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Sunrise,Sunrise_min,Sunset,Sunset_min,Tavg,Tmax,Tmin,WetBulb,PrecipCat,NewCodeSum
2011-08-26,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000002,8,1,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,12, W GREENLEAF AVE,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000002,8,2,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,1,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.98480900000001,-87.728492,8,14,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.98480900000001,-87.728492,8,2,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX TERRITANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.98480900000001,-87.728492,8,1,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,37,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,23,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,3,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,7,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,9,1,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,13,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,3,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,5,1,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,39, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951865999999995,-87.72505699999998,8,1,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX TERRITANS,39, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951865999999995,-87.72505699999998,8,1,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"5800 North Ridge Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,58, N RIDGE AVE,T231,"5800  N RIDGE AVE, Chicago, IL",41.98728,-87.666066,8,1,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"7100 North Harlem Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,71, N HARLEM AVE,T233,"7100  N HARLEM AVE, Chicago, IL",42.009876,-87.807277,9,3,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-08-26,"6200 North Mcclellan Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,62, N MCCLELLAN AVE,T236,"6200  N MCCLELLAN AVE, Chicago, IL",41.994679,-87.770899,8,3,0,3.3,None,806,1,58,0.0,26,1.9,29.98,29.26,511,311,1837,1117,71,83,59,63,No_Precip,1
2011-09-01,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,15,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,7,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,3,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,37,1,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,13,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,3,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,2,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,36,1,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,3,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,7,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999998,9,8,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999998,9,2,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,1,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,3,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,14,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,3,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.98480900000001,-87.728492,8,5,1,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.98480900000001,-87.728492,8,6,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX TERRITANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.98480900000001,-87.728492,8,1,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,11,1,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,1,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,4,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"7100 North Harlem Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,71, N HARLEM AVE,T233,"7100  N HARLEM AVE, Chicago, IL",42.009876,-87.807277,9,7,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-01,"7100 North Harlem Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,71, N HARLEM AVE,T233,"7100  N HARLEM AVE, Chicago, IL",42.009876,-87.807277,9,3,0,5.9,None,790,14,71,0.0,21,5.2,29.91,29.2,517,317,1827,1107,82,93,71,75,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,23,1,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,29,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,14,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,19,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,6,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,37,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,9,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,3,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,11,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,32,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,3,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,11,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,2,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,21,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,2,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,1,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,27,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,10,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,5,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,17,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,12,1,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-02,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,1,0,7.4,None,788,16,69,0.0,22,4.9,29.89,29.18,518,318,1826,1106,84,92,76,74,No_Precip,1
2011-09-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,4,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,5,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,39,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,16,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,22,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,2,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,6,1,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,1,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,22,1,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,5,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,1,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999998,9,1,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,3,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,1,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
2011-09-12,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000002,8,1,0,10.9,None,761,10,59,0.0,23,10.5,29.91,29.18,528,328,1809,1089,75,86,64,65,No_Precip,1
